"Data_source","x","y","dsid","type","AUPRC_label"
"LM",0.907,0.751449875724938,"1","Precision-Recall Curve","LM (AUPRC=0.873)"
"LM",0.908,0.751655629139073,"1","Precision-Recall Curve","LM (AUPRC=0.873)"
"LM",0.909,0.751861042183623,"1","Precision-Recall Curve","LM (AUPRC=0.873)"
"LM",0.91,0.752066115702479,"1","Precision-Recall Curve","LM (AUPRC=0.873)"
"LM",0.911,0.752270850536747,"1","Precision-Recall Curve","LM (AUPRC=0.873)"
"LM",0.912,0.752475247524752,"1","Precision-Recall Curve","LM (AUPRC=0.873)"
"LM",0.913,0.752679307502061,"1","Precision-Recall Curve","LM (AUPRC=0.873)"
"LM",0.914,0.752883031301483,"1","Precision-Recall Curve","LM (AUPRC=0.873)"
"LM",0.915,0.753086419753086,"1","Precision-Recall Curve","LM (AUPRC=0.873)"
"LM",0.916,0.753289473684211,"1","Precision-Recall Curve","LM (AUPRC=0.873)"
"LM",0.917,0.753492193919474,"1","Precision-Recall Curve","LM (AUPRC=0.873)"
"LM",0.918,0.753694581280788,"1","Precision-Recall Curve","LM (AUPRC=0.873)"
"LM",0.919,0.753896636587367,"1","Precision-Recall Curve","LM (AUPRC=0.873)"
"LM",0.92,0.754098360655738,"1","Precision-Recall Curve","LM (AUPRC=0.873)"
"LM",0.921,0.754299754299754,"1","Precision-Recall Curve","LM (AUPRC=0.873)"
"LM",0.922,0.754500818330606,"1","Precision-Recall Curve","LM (AUPRC=0.873)"
"LM",0.923,0.754701553556828,"1","Precision-Recall Curve","LM (AUPRC=0.873)"
"LM",0.924,0.754901960784314,"1","Precision-Recall Curve","LM (AUPRC=0.873)"
"LM",0.925,0.755102040816326,"1","Precision-Recall Curve","LM (AUPRC=0.873)"
"LM",0.926,0.755301794453507,"1","Precision-Recall Curve","LM (AUPRC=0.873)"
"LM",0.927,0.755501222493888,"1","Precision-Recall Curve","LM (AUPRC=0.873)"
"LM",0.928,0.755700325732899,"1","Precision-Recall Curve","LM (AUPRC=0.873)"
"LM",0.929,0.755899104963385,"1","Precision-Recall Curve","LM (AUPRC=0.873)"
"LM",0.93,0.75609756097561,"1","Precision-Recall Curve","LM (AUPRC=0.873)"
"LM",0.931,0.756295694557271,"1","Precision-Recall Curve","LM (AUPRC=0.873)"
"LM",0.932,0.756493506493507,"1","Precision-Recall Curve","LM (AUPRC=0.873)"
"LM",0.933,0.75669099756691,"1","Precision-Recall Curve","LM (AUPRC=0.873)"
"LM",0.933333333333333,0.756756756756757,"1","Precision-Recall Curve","LM (AUPRC=0.873)"
"LM",0.933333333333333,0.736842105263158,"1","Precision-Recall Curve","LM (AUPRC=0.873)"
"LM",0.933333333333333,0.717948717948718,"1","Precision-Recall Curve","LM (AUPRC=0.873)"
"LM",0.934,0.718093285494618,"1","Precision-Recall Curve","LM (AUPRC=0.873)"
"LM",0.935,0.71830985915493,"1","Precision-Recall Curve","LM (AUPRC=0.873)"
"LM",0.936,0.718526100307063,"1","Precision-Recall Curve","LM (AUPRC=0.873)"
"LM",0.937,0.718742009716185,"1","Precision-Recall Curve","LM (AUPRC=0.873)"
"LM",0.938,0.71895758814512,"1","Precision-Recall Curve","LM (AUPRC=0.873)"
"LM",0.939,0.719172836354353,"1","Precision-Recall Curve","LM (AUPRC=0.873)"
"LM",0.94,0.719387755102041,"1","Precision-Recall Curve","LM (AUPRC=0.873)"
"LM",0.941,0.719602345144022,"1","Precision-Recall Curve","LM (AUPRC=0.873)"
"LM",0.942,0.719816607233826,"1","Precision-Recall Curve","LM (AUPRC=0.873)"
"LM",0.943,0.720030542122677,"1","Precision-Recall Curve","LM (AUPRC=0.873)"
"LM",0.944,0.720244150559512,"1","Precision-Recall Curve","LM (AUPRC=0.873)"
"LM",0.945,0.720457433290978,"1","Precision-Recall Curve","LM (AUPRC=0.873)"
"LM",0.946,0.720670391061453,"1","Precision-Recall Curve","LM (AUPRC=0.873)"
"LM",0.947,0.720883024613042,"1","Precision-Recall Curve","LM (AUPRC=0.873)"
"LM",0.948,0.721095334685598,"1","Precision-Recall Curve","LM (AUPRC=0.873)"
"LM",0.949,0.721307322016722,"1","Precision-Recall Curve","LM (AUPRC=0.873)"
"LM",0.95,0.721518987341772,"1","Precision-Recall Curve","LM (AUPRC=0.873)"
"LM",0.951,0.721730331393878,"1","Precision-Recall Curve","LM (AUPRC=0.873)"
"LM",0.952,0.721941354903943,"1","Precision-Recall Curve","LM (AUPRC=0.873)"
"LM",0.953,0.722152058600657,"1","Precision-Recall Curve","LM (AUPRC=0.873)"
"LM",0.954,0.7223624432105,"1","Precision-Recall Curve","LM (AUPRC=0.873)"
"LM",0.955,0.722572509457755,"1","Precision-Recall Curve","LM (AUPRC=0.873)"
"LM",0.956,0.722782258064516,"1","Precision-Recall Curve","LM (AUPRC=0.873)"
"LM",0.957,0.722991689750693,"1","Precision-Recall Curve","LM (AUPRC=0.873)"
"LM",0.958,0.723200805234021,"1","Precision-Recall Curve","LM (AUPRC=0.873)"
"LM",0.959,0.723409605230073,"1","Precision-Recall Curve","LM (AUPRC=0.873)"
"LM",0.96,0.723618090452261,"1","Precision-Recall Curve","LM (AUPRC=0.873)"
"LM",0.961,0.72382626161185,"1","Precision-Recall Curve","LM (AUPRC=0.873)"
"LM",0.962,0.724034119417963,"1","Precision-Recall Curve","LM (AUPRC=0.873)"
"LM",0.963,0.724241664577588,"1","Precision-Recall Curve","LM (AUPRC=0.873)"
"LM",0.964,0.724448897795591,"1","Precision-Recall Curve","LM (AUPRC=0.873)"
"LM",0.965,0.724655819774718,"1","Precision-Recall Curve","LM (AUPRC=0.873)"
"LM",0.966,0.724862431215608,"1","Precision-Recall Curve","LM (AUPRC=0.873)"
"LM",0.966666666666667,0.725,"1","Precision-Recall Curve","LM (AUPRC=0.873)"
"LM",0.967,0.725068732816796,"1","Precision-Recall Curve","LM (AUPRC=0.873)"
"LM",0.968,0.725274725274725,"1","Precision-Recall Curve","LM (AUPRC=0.873)"
"LM",0.969,0.725480409283753,"1","Precision-Recall Curve","LM (AUPRC=0.873)"
"LM",0.97,0.72568578553616,"1","Precision-Recall Curve","LM (AUPRC=0.873)"
"LM",0.971,0.725890854722153,"1","Precision-Recall Curve","LM (AUPRC=0.873)"
"LM",0.972,0.72609561752988,"1","Precision-Recall Curve","LM (AUPRC=0.873)"
"LM",0.973,0.726300074645434,"1","Precision-Recall Curve","LM (AUPRC=0.873)"
"LM",0.974,0.726504226752859,"1","Precision-Recall Curve","LM (AUPRC=0.873)"
"LM",0.975,0.726708074534162,"1","Precision-Recall Curve","LM (AUPRC=0.873)"
"LM",0.976,0.726911618669315,"1","Precision-Recall Curve","LM (AUPRC=0.873)"
"LM",0.977,0.727114859836269,"1","Precision-Recall Curve","LM (AUPRC=0.873)"
"LM",0.978,0.727317798710957,"1","Precision-Recall Curve","LM (AUPRC=0.873)"
"LM",0.979,0.727520435967302,"1","Precision-Recall Curve","LM (AUPRC=0.873)"
"LM",0.98,0.727722772277228,"1","Precision-Recall Curve","LM (AUPRC=0.873)"
"LM",0.981,0.72792480831066,"1","Precision-Recall Curve","LM (AUPRC=0.873)"
"LM",0.982,0.728126544735541,"1","Precision-Recall Curve","LM (AUPRC=0.873)"
"LM",0.983,0.728327982217832,"1","Precision-Recall Curve","LM (AUPRC=0.873)"
"LM",0.984,0.72852912142152,"1","Precision-Recall Curve","LM (AUPRC=0.873)"
"LM",0.985,0.728729963008631,"1","Precision-Recall Curve","LM (AUPRC=0.873)"
"LM",0.986,0.728930507639231,"1","Precision-Recall Curve","LM (AUPRC=0.873)"
"LM",0.987,0.729130755971436,"1","Precision-Recall Curve","LM (AUPRC=0.873)"
"LM",0.988,0.729330708661417,"1","Precision-Recall Curve","LM (AUPRC=0.873)"
"LM",0.989,0.729530366363413,"1","Precision-Recall Curve","LM (AUPRC=0.873)"
"LM",0.99,0.72972972972973,"1","Precision-Recall Curve","LM (AUPRC=0.873)"
"LM",0.991,0.729928799410754,"1","Precision-Recall Curve","LM (AUPRC=0.873)"
"LM",0.992,0.730127576054956,"1","Precision-Recall Curve","LM (AUPRC=0.873)"
"LM",0.993,0.730326060308899,"1","Precision-Recall Curve","LM (AUPRC=0.873)"
"LM",0.994,0.730524252817246,"1","Precision-Recall Curve","LM (AUPRC=0.873)"
"LM",0.995,0.730722154222766,"1","Precision-Recall Curve","LM (AUPRC=0.873)"
"LM",0.996,0.730919765166341,"1","Precision-Recall Curve","LM (AUPRC=0.873)"
"LM",0.997,0.731117086286971,"1","Precision-Recall Curve","LM (AUPRC=0.873)"
"LM",0.998,0.731314118221788,"1","Precision-Recall Curve","LM (AUPRC=0.873)"
"LM",0.999,0.731510861606053,"1","Precision-Recall Curve","LM (AUPRC=0.873)"
"LM",1,0.731707317073171,"1","Precision-Recall Curve","LM (AUPRC=0.873)"
"LM",1,0.714285714285714,"1","Precision-Recall Curve","LM (AUPRC=0.873)"
"LM",1,0.697674418604651,"1","Precision-Recall Curve","LM (AUPRC=0.873)"
"LM",0.062,1,"1","Precision-Recall Curve","LM (AUPRC=0.873)"
"LM",0.063,1,"1","Precision-Recall Curve","LM (AUPRC=0.873)"
"LM",0.064,1,"1","Precision-Recall Curve","LM (AUPRC=0.873)"
"LM",0.065,1,"1","Precision-Recall Curve","LM (AUPRC=0.873)"
"LM",0.066,1,"1","Precision-Recall Curve","LM (AUPRC=0.873)"
"LM",0.0666666666666667,1,"1","Precision-Recall Curve","LM (AUPRC=0.873)"
"LM",0.067,1,"1","Precision-Recall Curve","LM (AUPRC=0.873)"
"LM",0.068,1,"1","Precision-Recall Curve","LM (AUPRC=0.873)"
"LM",0.069,1,"1","Precision-Recall Curve","LM (AUPRC=0.873)"
"LM",0.07,1,"1","Precision-Recall Curve","LM (AUPRC=0.873)"
"LM",0.071,1,"1","Precision-Recall Curve","LM (AUPRC=0.873)"
"LM",0.072,1,"1","Precision-Recall Curve","LM (AUPRC=0.873)"
"LM",0.073,1,"1","Precision-Recall Curve","LM (AUPRC=0.873)"
"LM",0.074,1,"1","Precision-Recall Curve","LM (AUPRC=0.873)"
"LM",0.075,1,"1","Precision-Recall Curve","LM (AUPRC=0.873)"
"LM",0.076,1,"1","Precision-Recall Curve","LM (AUPRC=0.873)"
"LM",0.077,1,"1","Precision-Recall Curve","LM (AUPRC=0.873)"
"LM",0.078,1,"1","Precision-Recall Curve","LM (AUPRC=0.873)"
"LM",0.079,1,"1","Precision-Recall Curve","LM (AUPRC=0.873)"
"LM",0.08,1,"1","Precision-Recall Curve","LM (AUPRC=0.873)"
"LM",0.081,1,"1","Precision-Recall Curve","LM (AUPRC=0.873)"
"LM",0.082,1,"1","Precision-Recall Curve","LM (AUPRC=0.873)"
"LM",0.083,1,"1","Precision-Recall Curve","LM (AUPRC=0.873)"
"LM",0.084,1,"1","Precision-Recall Curve","LM (AUPRC=0.873)"
"LM",0.085,1,"1","Precision-Recall Curve","LM (AUPRC=0.873)"
"LM",0.086,1,"1","Precision-Recall Curve","LM (AUPRC=0.873)"
"LM",0.087,1,"1","Precision-Recall Curve","LM (AUPRC=0.873)"
"LM",0.088,1,"1","Precision-Recall Curve","LM (AUPRC=0.873)"
"LM",0.089,1,"1","Precision-Recall Curve","LM (AUPRC=0.873)"
"LM",0.09,1,"1","Precision-Recall Curve","LM (AUPRC=0.873)"
"LM",0.091,1,"1","Precision-Recall Curve","LM (AUPRC=0.873)"
"LM",0.092,1,"1","Precision-Recall Curve","LM (AUPRC=0.873)"
"LM",0.093,1,"1","Precision-Recall Curve","LM (AUPRC=0.873)"
"LM",0.094,1,"1","Precision-Recall Curve","LM (AUPRC=0.873)"
"LM",0.095,1,"1","Precision-Recall Curve","LM (AUPRC=0.873)"
"LM",0.096,1,"1","Precision-Recall Curve","LM (AUPRC=0.873)"
"LM",0.097,1,"1","Precision-Recall Curve","LM (AUPRC=0.873)"
"LM",0.098,1,"1","Precision-Recall Curve","LM (AUPRC=0.873)"
"LM",0.099,1,"1","Precision-Recall Curve","LM (AUPRC=0.873)"
"LM",0.1,1,"1","Precision-Recall Curve","LM (AUPRC=0.873)"
"LM",0.101,1,"1","Precision-Recall Curve","LM (AUPRC=0.873)"
"LM",0.102,1,"1","Precision-Recall Curve","LM (AUPRC=0.873)"
"LM",0.103,1,"1","Precision-Recall Curve","LM (AUPRC=0.873)"
"LM",0.104,1,"1","Precision-Recall Curve","LM (AUPRC=0.873)"
"LM",0.105,1,"1","Precision-Recall Curve","LM (AUPRC=0.873)"
"LM",0.106,1,"1","Precision-Recall Curve","LM (AUPRC=0.873)"
"LM",0.107,1,"1","Precision-Recall Curve","LM (AUPRC=0.873)"
"LM",0.108,1,"1","Precision-Recall Curve","LM (AUPRC=0.873)"
"LM",0.109,1,"1","Precision-Recall Curve","LM (AUPRC=0.873)"
"LM",0.11,1,"1","Precision-Recall Curve","LM (AUPRC=0.873)"
"LM",0.111,1,"1","Precision-Recall Curve","LM (AUPRC=0.873)"
"LM",0.112,1,"1","Precision-Recall Curve","LM (AUPRC=0.873)"
"LM",0.113,1,"1","Precision-Recall Curve","LM (AUPRC=0.873)"
"LM",0.114,1,"1","Precision-Recall Curve","LM (AUPRC=0.873)"
"LM",0.115,1,"1","Precision-Recall Curve","LM (AUPRC=0.873)"
"LM",0.116,1,"1","Precision-Recall Curve","LM (AUPRC=0.873)"
"LM",0.117,1,"1","Precision-Recall Curve","LM (AUPRC=0.873)"
"LM",0.118,1,"1","Precision-Recall Curve","LM (AUPRC=0.873)"
"LM",0.119,1,"1","Precision-Recall Curve","LM (AUPRC=0.873)"
"LM",0.12,1,"1","Precision-Recall Curve","LM (AUPRC=0.873)"
"LM",0.121,1,"1","Precision-Recall Curve","LM (AUPRC=0.873)"
"LM",0.122,1,"1","Precision-Recall Curve","LM (AUPRC=0.873)"
"LM",0.123,1,"1","Precision-Recall Curve","LM (AUPRC=0.873)"
"LM",0.124,1,"1","Precision-Recall Curve","LM (AUPRC=0.873)"
"LM",0.125,1,"1","Precision-Recall Curve","LM (AUPRC=0.873)"
"LM",0.126,1,"1","Precision-Recall Curve","LM (AUPRC=0.873)"
"LM",0.127,1,"1","Precision-Recall Curve","LM (AUPRC=0.873)"
"LM",0.128,1,"1","Precision-Recall Curve","LM (AUPRC=0.873)"
"LM",0.129,1,"1","Precision-Recall Curve","LM (AUPRC=0.873)"
"LM",0.13,1,"1","Precision-Recall Curve","LM (AUPRC=0.873)"
"LM",0.131,1,"1","Precision-Recall Curve","LM (AUPRC=0.873)"
"LM",0.132,1,"1","Precision-Recall Curve","LM (AUPRC=0.873)"
"LM",0.133,1,"1","Precision-Recall Curve","LM (AUPRC=0.873)"
"LM",0.133333333333333,1,"1","Precision-Recall Curve","LM (AUPRC=0.873)"
"LM",0.134,1,"1","Precision-Recall Curve","LM (AUPRC=0.873)"
"LM",0.135,1,"1","Precision-Recall Curve","LM (AUPRC=0.873)"
"LM",0.136,1,"1","Precision-Recall Curve","LM (AUPRC=0.873)"
"LM",0.137,1,"1","Precision-Recall Curve","LM (AUPRC=0.873)"
"LM",0.138,1,"1","Precision-Recall Curve","LM (AUPRC=0.873)"
"LM",0.139,1,"1","Precision-Recall Curve","LM (AUPRC=0.873)"
"LM",0.14,1,"1","Precision-Recall Curve","LM (AUPRC=0.873)"
"LM",0.141,1,"1","Precision-Recall Curve","LM (AUPRC=0.873)"
"LM",0.142,1,"1","Precision-Recall Curve","LM (AUPRC=0.873)"
"LM",0.143,1,"1","Precision-Recall Curve","LM (AUPRC=0.873)"
"LM",0.144,1,"1","Precision-Recall Curve","LM (AUPRC=0.873)"
"LM",0.145,1,"1","Precision-Recall Curve","LM (AUPRC=0.873)"
"LM",0.146,1,"1","Precision-Recall Curve","LM (AUPRC=0.873)"
"LM",0.147,1,"1","Precision-Recall Curve","LM (AUPRC=0.873)"
"LM",0.148,1,"1","Precision-Recall Curve","LM (AUPRC=0.873)"
"LM",0.149,1,"1","Precision-Recall Curve","LM (AUPRC=0.873)"
"LM",0.15,1,"1","Precision-Recall Curve","LM (AUPRC=0.873)"
"LM",0.151,1,"1","Precision-Recall Curve","LM (AUPRC=0.873)"
"LM",0.152,1,"1","Precision-Recall Curve","LM (AUPRC=0.873)"
"LM",0.153,1,"1","Precision-Recall Curve","LM (AUPRC=0.873)"
"LM",0.154,1,"1","Precision-Recall Curve","LM (AUPRC=0.873)"
"LM",0.155,1,"1","Precision-Recall Curve","LM (AUPRC=0.873)"
"LM",0.156,1,"1","Precision-Recall Curve","LM (AUPRC=0.873)"
"LM",0.157,1,"1","Precision-Recall Curve","LM (AUPRC=0.873)"
"LM",0.158,1,"1","Precision-Recall Curve","LM (AUPRC=0.873)"
"LM",0.159,1,"1","Precision-Recall Curve","LM (AUPRC=0.873)"
"LM",0.16,1,"1","Precision-Recall Curve","LM (AUPRC=0.873)"
"LM",0.161,1,"1","Precision-Recall Curve","LM (AUPRC=0.873)"
"LM",0.162,1,"1","Precision-Recall Curve","LM (AUPRC=0.873)"
"LM",0.163,1,"1","Precision-Recall Curve","LM (AUPRC=0.873)"
"LM",0.164,1,"1","Precision-Recall Curve","LM (AUPRC=0.873)"
"LM",0.165,1,"1","Precision-Recall Curve","LM (AUPRC=0.873)"
"LM",0.166,1,"1","Precision-Recall Curve","LM (AUPRC=0.873)"
"LM",0.166666666666667,1,"1","Precision-Recall Curve","LM (AUPRC=0.873)"
"LM",0.167,1,"1","Precision-Recall Curve","LM (AUPRC=0.873)"
"LM",0.168,1,"1","Precision-Recall Curve","LM (AUPRC=0.873)"
"LM",0.169,1,"1","Precision-Recall Curve","LM (AUPRC=0.873)"
"LM",0.17,1,"1","Precision-Recall Curve","LM (AUPRC=0.873)"
"LM",0.171,1,"1","Precision-Recall Curve","LM (AUPRC=0.873)"
"LM",0.172,1,"1","Precision-Recall Curve","LM (AUPRC=0.873)"
"LM",0.173,1,"1","Precision-Recall Curve","LM (AUPRC=0.873)"
"LM",0.174,1,"1","Precision-Recall Curve","LM (AUPRC=0.873)"
"LM",0.057,1,"1","Precision-Recall Curve","LM (AUPRC=0.873)"
"LM",0.058,1,"1","Precision-Recall Curve","LM (AUPRC=0.873)"
"LM",0.059,1,"1","Precision-Recall Curve","LM (AUPRC=0.873)"
"LM",0.06,1,"1","Precision-Recall Curve","LM (AUPRC=0.873)"
"LM",0.061,1,"1","Precision-Recall Curve","LM (AUPRC=0.873)"
"LM",0.18,1,"1","Precision-Recall Curve","LM (AUPRC=0.873)"
"LM",0.181,1,"1","Precision-Recall Curve","LM (AUPRC=0.873)"
"LM",0.182,1,"1","Precision-Recall Curve","LM (AUPRC=0.873)"
"LM",0.183,1,"1","Precision-Recall Curve","LM (AUPRC=0.873)"
"LM",0.184,1,"1","Precision-Recall Curve","LM (AUPRC=0.873)"
"LM",0.185,1,"1","Precision-Recall Curve","LM (AUPRC=0.873)"
"LM",0.186,1,"1","Precision-Recall Curve","LM (AUPRC=0.873)"
"LM",0.187,1,"1","Precision-Recall Curve","LM (AUPRC=0.873)"
"LM",0.188,1,"1","Precision-Recall Curve","LM (AUPRC=0.873)"
"LM",0.189,1,"1","Precision-Recall Curve","LM (AUPRC=0.873)"
"LM",0.19,1,"1","Precision-Recall Curve","LM (AUPRC=0.873)"
"LM",0.191,1,"1","Precision-Recall Curve","LM (AUPRC=0.873)"
"LM",0.192,1,"1","Precision-Recall Curve","LM (AUPRC=0.873)"
"LM",0.193,1,"1","Precision-Recall Curve","LM (AUPRC=0.873)"
"LM",0.194,1,"1","Precision-Recall Curve","LM (AUPRC=0.873)"
"LM",0.195,1,"1","Precision-Recall Curve","LM (AUPRC=0.873)"
"LM",0.196,1,"1","Precision-Recall Curve","LM (AUPRC=0.873)"
"LM",0.197,1,"1","Precision-Recall Curve","LM (AUPRC=0.873)"
"LM",0.198,1,"1","Precision-Recall Curve","LM (AUPRC=0.873)"
"LM",0.199,1,"1","Precision-Recall Curve","LM (AUPRC=0.873)"
"LM",0.2,1,"1","Precision-Recall Curve","LM (AUPRC=0.873)"
"LM",0.201,1,"1","Precision-Recall Curve","LM (AUPRC=0.873)"
"LM",0.202,1,"1","Precision-Recall Curve","LM (AUPRC=0.873)"
"LM",0.203,1,"1","Precision-Recall Curve","LM (AUPRC=0.873)"
"LM",0.204,1,"1","Precision-Recall Curve","LM (AUPRC=0.873)"
"LM",0.205,1,"1","Precision-Recall Curve","LM (AUPRC=0.873)"
"LM",0.206,1,"1","Precision-Recall Curve","LM (AUPRC=0.873)"
"LM",0.207,1,"1","Precision-Recall Curve","LM (AUPRC=0.873)"
"LM",0.208,1,"1","Precision-Recall Curve","LM (AUPRC=0.873)"
"LM",0.209,1,"1","Precision-Recall Curve","LM (AUPRC=0.873)"
"LM",0.21,1,"1","Precision-Recall Curve","LM (AUPRC=0.873)"
"LM",0.211,1,"1","Precision-Recall Curve","LM (AUPRC=0.873)"
"LM",0.212,1,"1","Precision-Recall Curve","LM (AUPRC=0.873)"
"LM",0.213,1,"1","Precision-Recall Curve","LM (AUPRC=0.873)"
"LM",0.214,1,"1","Precision-Recall Curve","LM (AUPRC=0.873)"
"LM",0.215,1,"1","Precision-Recall Curve","LM (AUPRC=0.873)"
"LM",0.216,1,"1","Precision-Recall Curve","LM (AUPRC=0.873)"
"LM",0.217,1,"1","Precision-Recall Curve","LM (AUPRC=0.873)"
"LM",0.218,1,"1","Precision-Recall Curve","LM (AUPRC=0.873)"
"LM",0.219,1,"1","Precision-Recall Curve","LM (AUPRC=0.873)"
"LM",0.22,1,"1","Precision-Recall Curve","LM (AUPRC=0.873)"
"LM",0.221,1,"1","Precision-Recall Curve","LM (AUPRC=0.873)"
"LM",0.222,1,"1","Precision-Recall Curve","LM (AUPRC=0.873)"
"LM",0.223,1,"1","Precision-Recall Curve","LM (AUPRC=0.873)"
"LM",0.224,1,"1","Precision-Recall Curve","LM (AUPRC=0.873)"
"LM",0.225,1,"1","Precision-Recall Curve","LM (AUPRC=0.873)"
"LM",0.226,1,"1","Precision-Recall Curve","LM (AUPRC=0.873)"
"LM",0.227,1,"1","Precision-Recall Curve","LM (AUPRC=0.873)"
"LM",0.228,1,"1","Precision-Recall Curve","LM (AUPRC=0.873)"
"LM",0.229,1,"1","Precision-Recall Curve","LM (AUPRC=0.873)"
"LM",0.23,1,"1","Precision-Recall Curve","LM (AUPRC=0.873)"
"LM",0.231,1,"1","Precision-Recall Curve","LM (AUPRC=0.873)"
"LM",0.232,1,"1","Precision-Recall Curve","LM (AUPRC=0.873)"
"LM",0.233,1,"1","Precision-Recall Curve","LM (AUPRC=0.873)"
"LM",0.233333333333333,1,"1","Precision-Recall Curve","LM (AUPRC=0.873)"
"LM",0.233333333333333,0.875,"1","Precision-Recall Curve","LM (AUPRC=0.873)"
"LM",0.234,0.875311720698254,"1","Precision-Recall Curve","LM (AUPRC=0.873)"
"LM",0.235,0.875776397515528,"1","Precision-Recall Curve","LM (AUPRC=0.873)"
"LM",0.236,0.876237623762376,"1","Precision-Recall Curve","LM (AUPRC=0.873)"
"LM",0.237,0.876695437731196,"1","Precision-Recall Curve","LM (AUPRC=0.873)"
"LM",0.238,0.877149877149877,"1","Precision-Recall Curve","LM (AUPRC=0.873)"
"LM",0.239,0.877600979192166,"1","Precision-Recall Curve","LM (AUPRC=0.873)"
"LM",0.24,0.878048780487805,"1","Precision-Recall Curve","LM (AUPRC=0.873)"
"LM",0.241,0.878493317132442,"1","Precision-Recall Curve","LM (AUPRC=0.873)"
"LM",0.242,0.878934624697337,"1","Precision-Recall Curve","LM (AUPRC=0.873)"
"LM",0.243,0.879372738238842,"1","Precision-Recall Curve","LM (AUPRC=0.873)"
"LM",0.244,0.879807692307692,"1","Precision-Recall Curve","LM (AUPRC=0.873)"
"LM",0.245,0.880239520958084,"1","Precision-Recall Curve","LM (AUPRC=0.873)"
"LM",0.246,0.880668257756563,"1","Precision-Recall Curve","LM (AUPRC=0.873)"
"LM",0.247,0.881093935790725,"1","Precision-Recall Curve","LM (AUPRC=0.873)"
"LM",0.248,0.881516587677725,"1","Precision-Recall Curve","LM (AUPRC=0.873)"
"LM",0.249,0.881936245572609,"1","Precision-Recall Curve","LM (AUPRC=0.873)"
"LM",0.25,0.882352941176471,"1","Precision-Recall Curve","LM (AUPRC=0.873)"
"LM",0.251,0.882766705744431,"1","Precision-Recall Curve","LM (AUPRC=0.873)"
"LM",0.252,0.883177570093458,"1","Precision-Recall Curve","LM (AUPRC=0.873)"
"LM",0.178,1,"1","Precision-Recall Curve","LM (AUPRC=0.873)"
"LM",0.175,1,"1","Precision-Recall Curve","LM (AUPRC=0.873)"
"LM",0.176,1,"1","Precision-Recall Curve","LM (AUPRC=0.873)"
"LM",0.177,1,"1","Precision-Recall Curve","LM (AUPRC=0.873)"
"LM",0.179,1,"1","Precision-Recall Curve","LM (AUPRC=0.873)"
"observed",0,1,"1","Precision-Recall Curve","observed (AUPRC=0.894)"
"observed",0.001,1,"1","Precision-Recall Curve","observed (AUPRC=0.894)"
"observed",0.002,1,"1","Precision-Recall Curve","observed (AUPRC=0.894)"
"observed",0.003,1,"1","Precision-Recall Curve","observed (AUPRC=0.894)"
"observed",0.004,1,"1","Precision-Recall Curve","observed (AUPRC=0.894)"
"observed",0.005,1,"1","Precision-Recall Curve","observed (AUPRC=0.894)"
"observed",0.006,1,"1","Precision-Recall Curve","observed (AUPRC=0.894)"
"observed",0.007,1,"1","Precision-Recall Curve","observed (AUPRC=0.894)"
"observed",0.008,1,"1","Precision-Recall Curve","observed (AUPRC=0.894)"
"observed",0.009,1,"1","Precision-Recall Curve","observed (AUPRC=0.894)"
"observed",0.01,1,"1","Precision-Recall Curve","observed (AUPRC=0.894)"
"observed",0.011,1,"1","Precision-Recall Curve","observed (AUPRC=0.894)"
"observed",0.012,1,"1","Precision-Recall Curve","observed (AUPRC=0.894)"
"observed",0.013,1,"1","Precision-Recall Curve","observed (AUPRC=0.894)"
"observed",0.014,1,"1","Precision-Recall Curve","observed (AUPRC=0.894)"
"observed",0.015,1,"1","Precision-Recall Curve","observed (AUPRC=0.894)"
"observed",0.016,1,"1","Precision-Recall Curve","observed (AUPRC=0.894)"
"observed",0.017,1,"1","Precision-Recall Curve","observed (AUPRC=0.894)"
"observed",0.018,1,"1","Precision-Recall Curve","observed (AUPRC=0.894)"
"observed",0.019,1,"1","Precision-Recall Curve","observed (AUPRC=0.894)"
"observed",0.02,1,"1","Precision-Recall Curve","observed (AUPRC=0.894)"
"observed",0.021,1,"1","Precision-Recall Curve","observed (AUPRC=0.894)"
"observed",0.022,1,"1","Precision-Recall Curve","observed (AUPRC=0.894)"
"observed",0.023,1,"1","Precision-Recall Curve","observed (AUPRC=0.894)"
"observed",0.024,1,"1","Precision-Recall Curve","observed (AUPRC=0.894)"
"observed",0.025,1,"1","Precision-Recall Curve","observed (AUPRC=0.894)"
"observed",0.026,1,"1","Precision-Recall Curve","observed (AUPRC=0.894)"
"observed",0.027,1,"1","Precision-Recall Curve","observed (AUPRC=0.894)"
"observed",0.028,1,"1","Precision-Recall Curve","observed (AUPRC=0.894)"
"observed",0.029,1,"1","Precision-Recall Curve","observed (AUPRC=0.894)"
"observed",0.03,1,"1","Precision-Recall Curve","observed (AUPRC=0.894)"
"observed",0.031,1,"1","Precision-Recall Curve","observed (AUPRC=0.894)"
"observed",0.032,1,"1","Precision-Recall Curve","observed (AUPRC=0.894)"
"observed",0.033,1,"1","Precision-Recall Curve","observed (AUPRC=0.894)"
"observed",0.0333333333333333,1,"1","Precision-Recall Curve","observed (AUPRC=0.894)"
"observed",0.034,1,"1","Precision-Recall Curve","observed (AUPRC=0.894)"
"observed",0.035,1,"1","Precision-Recall Curve","observed (AUPRC=0.894)"
"observed",0.036,1,"1","Precision-Recall Curve","observed (AUPRC=0.894)"
