"Data_source","x","y","dsid","type","AUPRC_label"
"observed",0.565,0.894459102902375,"1","Precision-Recall Curve","observed (AUPRC=0.894)"
"observed",0.566,0.894625922023182,"1","Precision-Recall Curve","observed (AUPRC=0.894)"
"observed",0.566666666666667,0.894736842105263,"1","Precision-Recall Curve","observed (AUPRC=0.894)"
"observed",0.567,0.894792214623882,"1","Precision-Recall Curve","observed (AUPRC=0.894)"
"observed",0.568,0.894957983193277,"1","Precision-Recall Curve","observed (AUPRC=0.894)"
"observed",0.569,0.89512323020451,"1","Precision-Recall Curve","observed (AUPRC=0.894)"
"observed",0.57,0.895287958115183,"1","Precision-Recall Curve","observed (AUPRC=0.894)"
"observed",0.571,0.895452169367486,"1","Precision-Recall Curve","observed (AUPRC=0.894)"
"observed",0.572,0.895615866388309,"1","Precision-Recall Curve","observed (AUPRC=0.894)"
"observed",0.573,0.895779051589369,"1","Precision-Recall Curve","observed (AUPRC=0.894)"
"observed",0.574,0.895941727367326,"1","Precision-Recall Curve","observed (AUPRC=0.894)"
"observed",0.575,0.896103896103896,"1","Precision-Recall Curve","observed (AUPRC=0.894)"
"observed",0.576,0.896265560165975,"1","Precision-Recall Curve","observed (AUPRC=0.894)"
"observed",0.577,0.896426721905748,"1","Precision-Recall Curve","observed (AUPRC=0.894)"
"observed",0.578,0.896587383660807,"1","Precision-Recall Curve","observed (AUPRC=0.894)"
"observed",0.579,0.896747547754259,"1","Precision-Recall Curve","observed (AUPRC=0.894)"
"observed",0.58,0.896907216494845,"1","Precision-Recall Curve","observed (AUPRC=0.894)"
"observed",0.581,0.897066392177046,"1","Precision-Recall Curve","observed (AUPRC=0.894)"
"observed",0.582,0.897225077081192,"1","Precision-Recall Curve","observed (AUPRC=0.894)"
"observed",0.583,0.897383273473576,"1","Precision-Recall Curve","observed (AUPRC=0.894)"
"observed",0.584,0.897540983606557,"1","Precision-Recall Curve","observed (AUPRC=0.894)"
"observed",0.585,0.89769820971867,"1","Precision-Recall Curve","observed (AUPRC=0.894)"
"observed",0.586,0.897854954034729,"1","Precision-Recall Curve","observed (AUPRC=0.894)"
"observed",0.587,0.898011218765936,"1","Precision-Recall Curve","observed (AUPRC=0.894)"
"observed",0.588,0.89816700610998,"1","Precision-Recall Curve","observed (AUPRC=0.894)"
"observed",0.589,0.898322318251144,"1","Precision-Recall Curve","observed (AUPRC=0.894)"
"observed",0.59,0.898477157360406,"1","Precision-Recall Curve","observed (AUPRC=0.894)"
"observed",0.591,0.89863152559554,"1","Precision-Recall Curve","observed (AUPRC=0.894)"
"observed",0.592,0.898785425101215,"1","Precision-Recall Curve","observed (AUPRC=0.894)"
"observed",0.593,0.898938858009096,"1","Precision-Recall Curve","observed (AUPRC=0.894)"
"observed",0.594,0.899091826437941,"1","Precision-Recall Curve","observed (AUPRC=0.894)"
"observed",0.595,0.899244332493703,"1","Precision-Recall Curve","observed (AUPRC=0.894)"
"observed",0.596,0.899396378269618,"1","Precision-Recall Curve","observed (AUPRC=0.894)"
"observed",0.597,0.899547965846308,"1","Precision-Recall Curve","observed (AUPRC=0.894)"
"observed",0.598,0.899699097291876,"1","Precision-Recall Curve","observed (AUPRC=0.894)"
"observed",0.599,0.899849774661993,"1","Precision-Recall Curve","observed (AUPRC=0.894)"
"observed",0.6,0.9,"1","Precision-Recall Curve","observed (AUPRC=0.894)"
"observed",0.601,0.900149775336994,"1","Precision-Recall Curve","observed (AUPRC=0.894)"
"observed",0.602,0.900299102691924,"1","Precision-Recall Curve","observed (AUPRC=0.894)"
"observed",0.603,0.900447984071677,"1","Precision-Recall Curve","observed (AUPRC=0.894)"
"observed",0.604,0.900596421471173,"1","Precision-Recall Curve","observed (AUPRC=0.894)"
"observed",0.605,0.900744416873449,"1","Precision-Recall Curve","observed (AUPRC=0.894)"
"observed",0.606,0.900891972249752,"1","Precision-Recall Curve","observed (AUPRC=0.894)"
"observed",0.607,0.901039089559624,"1","Precision-Recall Curve","observed (AUPRC=0.894)"
"observed",0.608,0.901185770750988,"1","Precision-Recall Curve","observed (AUPRC=0.894)"
"observed",0.609,0.901332017760237,"1","Precision-Recall Curve","observed (AUPRC=0.894)"
"observed",0.61,0.901477832512315,"1","Precision-Recall Curve","observed (AUPRC=0.894)"
"observed",0.611,0.901623216920807,"1","Precision-Recall Curve","observed (AUPRC=0.894)"
"observed",0.612,0.901768172888016,"1","Precision-Recall Curve","observed (AUPRC=0.894)"
"observed",0.613,0.901912702305051,"1","Precision-Recall Curve","observed (AUPRC=0.894)"
"observed",0.614,0.90205680705191,"1","Precision-Recall Curve","observed (AUPRC=0.894)"
"observed",0.615,0.902200488997555,"1","Precision-Recall Curve","observed (AUPRC=0.894)"
"observed",0.616,0.90234375,"1","Precision-Recall Curve","observed (AUPRC=0.894)"
"observed",0.617,0.902486591906387,"1","Precision-Recall Curve","observed (AUPRC=0.894)"
"observed",0.618,0.902629016553067,"1","Precision-Recall Curve","observed (AUPRC=0.894)"
"observed",0.619,0.902771025765678,"1","Precision-Recall Curve","observed (AUPRC=0.894)"
"observed",0.62,0.902912621359223,"1","Precision-Recall Curve","observed (AUPRC=0.894)"
"observed",0.621,0.903053805138148,"1","Precision-Recall Curve","observed (AUPRC=0.894)"
"observed",0.622,0.903194578896418,"1","Precision-Recall Curve","observed (AUPRC=0.894)"
"observed",0.623,0.903334944417593,"1","Precision-Recall Curve","observed (AUPRC=0.894)"
"observed",0.624,0.903474903474903,"1","Precision-Recall Curve","observed (AUPRC=0.894)"
"observed",0.625,0.903614457831325,"1","Precision-Recall Curve","observed (AUPRC=0.894)"
"observed",0.626,0.903753609239654,"1","Precision-Recall Curve","observed (AUPRC=0.894)"
"observed",0.627,0.903892359442576,"1","Precision-Recall Curve","observed (AUPRC=0.894)"
"observed",0.628,0.904030710172745,"1","Precision-Recall Curve","observed (AUPRC=0.894)"
"observed",0.629,0.904168663152851,"1","Precision-Recall Curve","observed (AUPRC=0.894)"
"observed",0.63,0.904306220095694,"1","Precision-Recall Curve","observed (AUPRC=0.894)"
"observed",0.631,0.904443382704252,"1","Precision-Recall Curve","observed (AUPRC=0.894)"
"observed",0.632,0.904580152671756,"1","Precision-Recall Curve","observed (AUPRC=0.894)"
"observed",0.633,0.904716531681753,"1","Precision-Recall Curve","observed (AUPRC=0.894)"
"observed",0.633333333333333,0.904761904761905,"1","Precision-Recall Curve","observed (AUPRC=0.894)"
"observed",0.634,0.904852521408183,"1","Precision-Recall Curve","observed (AUPRC=0.894)"
"observed",0.635,0.904988123515439,"1","Precision-Recall Curve","observed (AUPRC=0.894)"
"observed",0.636,0.905123339658444,"1","Precision-Recall Curve","observed (AUPRC=0.894)"
"observed",0.637,0.90525817148271,"1","Precision-Recall Curve","observed (AUPRC=0.894)"
"observed",0.638,0.905392620624409,"1","Precision-Recall Curve","observed (AUPRC=0.894)"
"observed",0.639,0.905526688710439,"1","Precision-Recall Curve","observed (AUPRC=0.894)"
"observed",0.64,0.905660377358491,"1","Precision-Recall Curve","observed (AUPRC=0.894)"
"observed",0.641,0.905793688177108,"1","Precision-Recall Curve","observed (AUPRC=0.894)"
"observed",0.642,0.905926622765757,"1","Precision-Recall Curve","observed (AUPRC=0.894)"
"observed",0.643,0.90605918271489,"1","Precision-Recall Curve","observed (AUPRC=0.894)"
"observed",0.644,0.906191369606004,"1","Precision-Recall Curve","observed (AUPRC=0.894)"
"observed",0.645,0.90632318501171,"1","Precision-Recall Curve","observed (AUPRC=0.894)"
"observed",0.646,0.90645463049579,"1","Precision-Recall Curve","observed (AUPRC=0.894)"
"observed",0.647,0.906585707613265,"1","Precision-Recall Curve","observed (AUPRC=0.894)"
"observed",0.648,0.906716417910448,"1","Precision-Recall Curve","observed (AUPRC=0.894)"
"observed",0.649,0.906846762925012,"1","Precision-Recall Curve","observed (AUPRC=0.894)"
"observed",0.65,0.906976744186046,"1","Precision-Recall Curve","observed (AUPRC=0.894)"
"observed",0.651,0.90710636321412,"1","Precision-Recall Curve","observed (AUPRC=0.894)"
"observed",0.652,0.907235621521336,"1","Precision-Recall Curve","observed (AUPRC=0.894)"
"observed",0.653,0.907364520611394,"1","Precision-Recall Curve","observed (AUPRC=0.894)"
"observed",0.654,0.907493061979649,"1","Precision-Recall Curve","observed (AUPRC=0.894)"
"observed",0.655,0.907621247113164,"1","Precision-Recall Curve","observed (AUPRC=0.894)"
"observed",0.656,0.907749077490775,"1","Precision-Recall Curve","observed (AUPRC=0.894)"
"observed",0.657,0.907876554583141,"1","Precision-Recall Curve","observed (AUPRC=0.894)"
"observed",0.658,0.908003679852806,"1","Precision-Recall Curve","observed (AUPRC=0.894)"
"observed",0.659,0.908130454754249,"1","Precision-Recall Curve","observed (AUPRC=0.894)"
"observed",0.66,0.908256880733945,"1","Precision-Recall Curve","observed (AUPRC=0.894)"
"observed",0.661,0.908382959230417,"1","Precision-Recall Curve","observed (AUPRC=0.894)"
"observed",0.662,0.908508691674291,"1","Precision-Recall Curve","observed (AUPRC=0.894)"
"observed",0.663,0.908634079488351,"1","Precision-Recall Curve","observed (AUPRC=0.894)"
"observed",0.664,0.908759124087591,"1","Precision-Recall Curve","observed (AUPRC=0.894)"
"observed",0.665,0.908883826879271,"1","Precision-Recall Curve","observed (AUPRC=0.894)"
"observed",0.666,0.909008189262966,"1","Precision-Recall Curve","observed (AUPRC=0.894)"
"observed",0.666666666666667,0.909090909090909,"1","Precision-Recall Curve","observed (AUPRC=0.894)"
"observed",0.667,0.909132212630622,"1","Precision-Recall Curve","observed (AUPRC=0.894)"
"observed",0.668,0.909255898366606,"1","Precision-Recall Curve","observed (AUPRC=0.894)"
"observed",0.669,0.909379247847757,"1","Precision-Recall Curve","observed (AUPRC=0.894)"
"observed",0.67,0.909502262443439,"1","Precision-Recall Curve","observed (AUPRC=0.894)"
"observed",0.671,0.90962494351559,"1","Precision-Recall Curve","observed (AUPRC=0.894)"
"observed",0.672,0.909747292418773,"1","Precision-Recall Curve","observed (AUPRC=0.894)"
"observed",0.673,0.909869310500225,"1","Precision-Recall Curve","observed (AUPRC=0.894)"
"observed",0.674,0.90999099909991,"1","Precision-Recall Curve","observed (AUPRC=0.894)"
"observed",0.675,0.910112359550562,"1","Precision-Recall Curve","observed (AUPRC=0.894)"
"observed",0.676,0.910233393177738,"1","Precision-Recall Curve","observed (AUPRC=0.894)"
"observed",0.677,0.910354101299865,"1","Precision-Recall Curve","observed (AUPRC=0.894)"
"observed",0.678,0.91047448522829,"1","Precision-Recall Curve","observed (AUPRC=0.894)"
"observed",0.679,0.910594546267322,"1","Precision-Recall Curve","observed (AUPRC=0.894)"
"observed",0.68,0.910714285714286,"1","Precision-Recall Curve","observed (AUPRC=0.894)"
"observed",0.681,0.910833704859563,"1","Precision-Recall Curve","observed (AUPRC=0.894)"
"observed",0.682,0.910952804986643,"1","Precision-Recall Curve","observed (AUPRC=0.894)"
"observed",0.683,0.911071587372165,"1","Precision-Recall Curve","observed (AUPRC=0.894)"
"observed",0.684,0.911190053285968,"1","Precision-Recall Curve","observed (AUPRC=0.894)"
"observed",0.685,0.911308203991131,"1","Precision-Recall Curve","observed (AUPRC=0.894)"
"observed",0.686,0.911426040744021,"1","Precision-Recall Curve","observed (AUPRC=0.894)"
"observed",0.687,0.911543564794339,"1","Precision-Recall Curve","observed (AUPRC=0.894)"
"observed",0.688,0.911660777385159,"1","Precision-Recall Curve","observed (AUPRC=0.894)"
"observed",0.689,0.911777679752978,"1","Precision-Recall Curve","observed (AUPRC=0.894)"
"observed",0.69,0.911894273127753,"1","Precision-Recall Curve","observed (AUPRC=0.894)"
"observed",0.691,0.912010558732952,"1","Precision-Recall Curve","observed (AUPRC=0.894)"
"observed",0.692,0.912126537785589,"1","Precision-Recall Curve","observed (AUPRC=0.894)"
"observed",0.693,0.91224221149627,"1","Precision-Recall Curve","observed (AUPRC=0.894)"
"observed",0.694,0.912357581069237,"1","Precision-Recall Curve","observed (AUPRC=0.894)"
"observed",0.695,0.912472647702407,"1","Precision-Recall Curve","observed (AUPRC=0.894)"
"observed",0.696,0.912587412587413,"1","Precision-Recall Curve","observed (AUPRC=0.894)"
"observed",0.697,0.912701876909646,"1","Precision-Recall Curve","observed (AUPRC=0.894)"
"observed",0.698,0.9128160418483,"1","Precision-Recall Curve","observed (AUPRC=0.894)"
"observed",0.699,0.912929908576404,"1","Precision-Recall Curve","observed (AUPRC=0.894)"
"observed",0.7,0.91304347826087,"1","Precision-Recall Curve","observed (AUPRC=0.894)"
"observed",0.7,0.91304347826087,"1","Precision-Recall Curve","observed (AUPRC=0.894)"
"observed",0.701,0.913156752062527,"1","Precision-Recall Curve","observed (AUPRC=0.894)"
"observed",0.702,0.913269731136166,"1","Precision-Recall Curve","observed (AUPRC=0.894)"
"observed",0.703,0.913382416630576,"1","Precision-Recall Curve","observed (AUPRC=0.894)"
"observed",0.704,0.913494809688581,"1","Precision-Recall Curve","observed (AUPRC=0.894)"
"observed",0.705,0.913606911447084,"1","Precision-Recall Curve","observed (AUPRC=0.894)"
"observed",0.706,0.913718723037101,"1","Precision-Recall Curve","observed (AUPRC=0.894)"
"observed",0.707,0.9138302455838,"1","Precision-Recall Curve","observed (AUPRC=0.894)"
"observed",0.708,0.91394148020654,"1","Precision-Recall Curve","observed (AUPRC=0.894)"
"observed",0.709,0.914052428018909,"1","Precision-Recall Curve","observed (AUPRC=0.894)"
"observed",0.71,0.914163090128755,"1","Precision-Recall Curve","observed (AUPRC=0.894)"
"observed",0.711,0.914273467638234,"1","Precision-Recall Curve","observed (AUPRC=0.894)"
"observed",0.712,0.914383561643836,"1","Precision-Recall Curve","observed (AUPRC=0.894)"
"observed",0.713,0.914493373236426,"1","Precision-Recall Curve","observed (AUPRC=0.894)"
"observed",0.714,0.914602903501281,"1","Precision-Recall Curve","observed (AUPRC=0.894)"
"observed",0.715,0.914712153518124,"1","Precision-Recall Curve","observed (AUPRC=0.894)"
"observed",0.716,0.914821124361158,"1","Precision-Recall Curve","observed (AUPRC=0.894)"
"observed",0.717,0.914929817099107,"1","Precision-Recall Curve","observed (AUPRC=0.894)"
"observed",0.718,0.915038232795242,"1","Precision-Recall Curve","observed (AUPRC=0.894)"
"observed",0.719,0.915146372507425,"1","Precision-Recall Curve","observed (AUPRC=0.894)"
"observed",0.72,0.915254237288136,"1","Precision-Recall Curve","observed (AUPRC=0.894)"
"observed",0.721,0.915361828184511,"1","Precision-Recall Curve","observed (AUPRC=0.894)"
"observed",0.722,0.915469146238377,"1","Precision-Recall Curve","observed (AUPRC=0.894)"
"observed",0.723,0.915576192486281,"1","Precision-Recall Curve","observed (AUPRC=0.894)"
"observed",0.724,0.915682967959528,"1","Precision-Recall Curve","observed (AUPRC=0.894)"
"observed",0.725,0.91578947368421,"1","Precision-Recall Curve","observed (AUPRC=0.894)"
"observed",0.726,0.915895710681245,"1","Precision-Recall Curve","observed (AUPRC=0.894)"
"observed",0.727,0.916001679966401,"1","Precision-Recall Curve","observed (AUPRC=0.894)"
"observed",0.728,0.916107382550336,"1","Precision-Recall Curve","observed (AUPRC=0.894)"
"observed",0.729,0.916212819438626,"1","Precision-Recall Curve","observed (AUPRC=0.894)"
"observed",0.73,0.916317991631799,"1","Precision-Recall Curve","observed (AUPRC=0.894)"
"observed",0.731,0.916422900125366,"1","Precision-Recall Curve","observed (AUPRC=0.894)"
"observed",0.732,0.91652754590985,"1","Precision-Recall Curve","observed (AUPRC=0.894)"
"observed",0.733,0.916631929970821,"1","Precision-Recall Curve","observed (AUPRC=0.894)"
"observed",0.733333333333333,0.916666666666667,"1","Precision-Recall Curve","observed (AUPRC=0.894)"
"observed",0.734,0.916736053288926,"1","Precision-Recall Curve","observed (AUPRC=0.894)"
"observed",0.735,0.916839916839917,"1","Precision-Recall Curve","observed (AUPRC=0.894)"
"observed",0.736,0.916943521594684,"1","Precision-Recall Curve","observed (AUPRC=0.894)"
"observed",0.737,0.917046868519287,"1","Precision-Recall Curve","observed (AUPRC=0.894)"
"observed",0.738,0.917149958574979,"1","Precision-Recall Curve","observed (AUPRC=0.894)"
"observed",0.739,0.917252792718246,"1","Precision-Recall Curve","observed (AUPRC=0.894)"
"observed",0.74,0.917355371900826,"1","Precision-Recall Curve","observed (AUPRC=0.894)"
"observed",0.741,0.917457697069748,"1","Precision-Recall Curve","observed (AUPRC=0.894)"
"observed",0.742,0.917559769167354,"1","Precision-Recall Curve","observed (AUPRC=0.894)"
"observed",0.743,0.91766158913133,"1","Precision-Recall Curve","observed (AUPRC=0.894)"
"observed",0.744,0.917763157894737,"1","Precision-Recall Curve","observed (AUPRC=0.894)"
"observed",0.745,0.917864476386037,"1","Precision-Recall Curve","observed (AUPRC=0.894)"
"observed",0.746,0.917965545529122,"1","Precision-Recall Curve","observed (AUPRC=0.894)"
"observed",0.747,0.918066366243343,"1","Precision-Recall Curve","observed (AUPRC=0.894)"
"observed",0.748,0.918166939443535,"1","Precision-Recall Curve","observed (AUPRC=0.894)"
"observed",0.749,0.918267266040049,"1","Precision-Recall Curve","observed (AUPRC=0.894)"
"observed",0.75,0.918367346938776,"1","Precision-Recall Curve","observed (AUPRC=0.894)"
"observed",0.751,0.918467183041174,"1","Precision-Recall Curve","observed (AUPRC=0.894)"
"observed",0.752,0.9185667752443,"1","Precision-Recall Curve","observed (AUPRC=0.894)"
"observed",0.753,0.91866612444083,"1","Precision-Recall Curve","observed (AUPRC=0.894)"
"observed",0.754,0.91876523151909,"1","Precision-Recall Curve","observed (AUPRC=0.894)"
"observed",0.755,0.918864097363083,"1","Precision-Recall Curve","observed (AUPRC=0.894)"
"observed",0.756,0.918962722852512,"1","Precision-Recall Curve","observed (AUPRC=0.894)"
"observed",0.757,0.919061108862809,"1","Precision-Recall Curve","observed (AUPRC=0.894)"
"observed",0.758,0.919159256265158,"1","Precision-Recall Curve","observed (AUPRC=0.894)"
"observed",0.759,0.919257165926524,"1","Precision-Recall Curve","observed (AUPRC=0.894)"
"observed",0.76,0.919354838709677,"1","Precision-Recall Curve","observed (AUPRC=0.894)"
"observed",0.761,0.919452275473218,"1","Precision-Recall Curve","observed (AUPRC=0.894)"
"observed",0.762,0.919549477071601,"1","Precision-Recall Curve","observed (AUPRC=0.894)"
"observed",0.763,0.919646444355163,"1","Precision-Recall Curve","observed (AUPRC=0.894)"
"observed",0.764,0.919743178170145,"1","Precision-Recall Curve","observed (AUPRC=0.894)"
"observed",0.765,0.919839679358717,"1","Precision-Recall Curve","observed (AUPRC=0.894)"
"observed",0.766,0.919935948759007,"1","Precision-Recall Curve","observed (AUPRC=0.894)"
"observed",0.766666666666667,0.92,"1","Precision-Recall Curve","observed (AUPRC=0.894)"
"observed",0.766666666666667,0.884615384615385,"1","Precision-Recall Curve","observed (AUPRC=0.894)"
"observed",0.766666666666667,0.851851851851852,"1","Precision-Recall Curve","observed (AUPRC=0.894)"
"observed",0.766666666666667,0.821428571428571,"1","Precision-Recall Curve","observed (AUPRC=0.894)"
"observed",0.767,0.821492324169939,"1","Precision-Recall Curve","observed (AUPRC=0.894)"
"observed",0.768,0.821683309557775,"1","Precision-Recall Curve","observed (AUPRC=0.894)"
"observed",0.769,0.821873886711792,"1","Precision-Recall Curve","observed (AUPRC=0.894)"
"observed",0.77,0.822064056939502,"1","Precision-Recall Curve","observed (AUPRC=0.894)"
"observed",0.771,0.822253821542837,"1","Precision-Recall Curve","observed (AUPRC=0.894)"
"observed",0.772,0.822443181818182,"1","Precision-Recall Curve","observed (AUPRC=0.894)"
"observed",0.773,0.822632139056403,"1","Precision-Recall Curve","observed (AUPRC=0.894)"
"observed",0.774,0.822820694542877,"1","Precision-Recall Curve","observed (AUPRC=0.894)"
"observed",0.775,0.823008849557522,"1","Precision-Recall Curve","observed (AUPRC=0.894)"
"observed",0.776,0.823196605374823,"1","Precision-Recall Curve","observed (AUPRC=0.894)"
"observed",0.777,0.823383963263864,"1","Precision-Recall Curve","observed (AUPRC=0.894)"
"observed",0.778,0.823570924488356,"1","Precision-Recall Curve","observed (AUPRC=0.894)"
"observed",0.779,0.823757490306662,"1","Precision-Recall Curve","observed (AUPRC=0.894)"
"observed",0.78,0.823943661971831,"1","Precision-Recall Curve","observed (AUPRC=0.894)"
"observed",0.781,0.824129440731622,"1","Precision-Recall Curve","observed (AUPRC=0.894)"
"observed",0.782,0.824314827828531,"1","Precision-Recall Curve","observed (AUPRC=0.894)"
"observed",0.783,0.824499824499825,"1","Precision-Recall Curve","observed (AUPRC=0.894)"
"observed",0.784,0.82468443197756,"1","Precision-Recall Curve","observed (AUPRC=0.894)"
"observed",0.785,0.824868651488616,"1","Precision-Recall Curve","observed (AUPRC=0.894)"
"observed",0.786,0.825052484254724,"1","Precision-Recall Curve","observed (AUPRC=0.894)"
"observed",0.787,0.825235931492485,"1","Precision-Recall Curve","observed (AUPRC=0.894)"
"observed",0.788,0.825418994413408,"1","Precision-Recall Curve","observed (AUPRC=0.894)"
"observed",0.789,0.825601674223927,"1","Precision-Recall Curve","observed (AUPRC=0.894)"
"observed",0.79,0.825783972125436,"1","Precision-Recall Curve","observed (AUPRC=0.894)"
"observed",0.791,0.825965889314306,"1","Precision-Recall Curve","observed (AUPRC=0.894)"
"observed",0.792,0.826147426981919,"1","Precision-Recall Curve","observed (AUPRC=0.894)"
"observed",0.793,0.826328586314693,"1","Precision-Recall Curve","observed (AUPRC=0.894)"
"observed",0.794,0.826509368494101,"1","Precision-Recall Curve","observed (AUPRC=0.894)"
"observed",0.795,0.826689774696707,"1","Precision-Recall Curve","observed (AUPRC=0.894)"
"observed",0.796,0.826869806094183,"1","Precision-Recall Curve","observed (AUPRC=0.894)"
"observed",0.797,0.827049463853338,"1","Precision-Recall Curve","observed (AUPRC=0.894)"
"observed",0.798,0.827228749136144,"1","Precision-Recall Curve","observed (AUPRC=0.894)"
"observed",0.799,0.827407663099758,"1","Precision-Recall Curve","observed (AUPRC=0.894)"
"observed",0.8,0.827586206896552,"1","Precision-Recall Curve","observed (AUPRC=0.894)"
"observed",0.8,0.8,"1","Precision-Recall Curve","observed (AUPRC=0.894)"
"observed",0.801,0.8001998001998,"1","Precision-Recall Curve","observed (AUPRC=0.894)"
"observed",0.802,0.800399201596806,"1","Precision-Recall Curve","observed (AUPRC=0.894)"
"observed",0.803,0.800598205383848,"1","Precision-Recall Curve","observed (AUPRC=0.894)"
"observed",0.804,0.800796812749004,"1","Precision-Recall Curve","observed (AUPRC=0.894)"
"observed",0.805,0.800995024875622,"1","Precision-Recall Curve","observed (AUPRC=0.894)"
"observed",0.806,0.801192842942346,"1","Precision-Recall Curve","observed (AUPRC=0.894)"
"observed",0.807,0.801390268123138,"1","Precision-Recall Curve","observed (AUPRC=0.894)"
"observed",0.808,0.801587301587302,"1","Precision-Recall Curve","observed (AUPRC=0.894)"
"observed",0.809,0.801783944499504,"1","Precision-Recall Curve","observed (AUPRC=0.894)"
"observed",0.81,0.801980198019802,"1","Precision-Recall Curve","observed (AUPRC=0.894)"
"observed",0.811,0.80217606330366,"1","Precision-Recall Curve","observed (AUPRC=0.894)"
"observed",0.812,0.802371541501976,"1","Precision-Recall Curve","observed (AUPRC=0.894)"
"observed",0.813,0.802566633761106,"1","Precision-Recall Curve","observed (AUPRC=0.894)"
"observed",0.814,0.80276134122288,"1","Precision-Recall Curve","observed (AUPRC=0.894)"
"observed",0.815,0.802955665024631,"1","Precision-Recall Curve","observed (AUPRC=0.894)"
"observed",0.816,0.803149606299213,"1","Precision-Recall Curve","observed (AUPRC=0.894)"
"observed",0.817,0.803343166175025,"1","Precision-Recall Curve","observed (AUPRC=0.894)"
"observed",0.818,0.803536345776031,"1","Precision-Recall Curve","observed (AUPRC=0.894)"
"observed",0.819,0.803729146221786,"1","Precision-Recall Curve","observed (AUPRC=0.894)"
"observed",0.82,0.803921568627451,"1","Precision-Recall Curve","observed (AUPRC=0.894)"
"observed",0.821,0.80411361410382,"1","Precision-Recall Curve","observed (AUPRC=0.894)"
"observed",0.822,0.804305283757339,"1","Precision-Recall Curve","observed (AUPRC=0.894)"
"observed",0.823,0.804496578690127,"1","Precision-Recall Curve","observed (AUPRC=0.894)"
"observed",0.824,0.8046875,"1","Precision-Recall Curve","observed (AUPRC=0.894)"
"observed",0.825,0.804878048780488,"1","Precision-Recall Curve","observed (AUPRC=0.894)"
"observed",0.826,0.805068226120858,"1","Precision-Recall Curve","observed (AUPRC=0.894)"
"observed",0.827,0.805258033106134,"1","Precision-Recall Curve","observed (AUPRC=0.894)"
"observed",0.828,0.805447470817121,"1","Precision-Recall Curve","observed (AUPRC=0.894)"
"observed",0.829,0.805636540330418,"1","Precision-Recall Curve","observed (AUPRC=0.894)"
"observed",0.83,0.805825242718447,"1","Precision-Recall Curve","observed (AUPRC=0.894)"
"observed",0.831,0.806013579049467,"1","Precision-Recall Curve","observed (AUPRC=0.894)"
"observed",0.832,0.806201550387597,"1","Precision-Recall Curve","observed (AUPRC=0.894)"
"observed",0.833,0.806389157792836,"1","Precision-Recall Curve","observed (AUPRC=0.894)"
"observed",0.833333333333333,0.806451612903226,"1","Precision-Recall Curve","observed (AUPRC=0.894)"
"observed",0.833333333333333,0.78125,"1","Precision-Recall Curve","observed (AUPRC=0.894)"
"observed",0.833333333333333,0.757575757575758,"1","Precision-Recall Curve","observed (AUPRC=0.894)"
"observed",0.834,0.757722592368262,"1","Precision-Recall Curve","observed (AUPRC=0.894)"
"observed",0.835,0.757942511346445,"1","Precision-Recall Curve","observed (AUPRC=0.894)"
"observed",0.836,0.758162031438936,"1","Precision-Recall Curve","observed (AUPRC=0.894)"
"observed",0.837,0.758381153729991,"1","Precision-Recall Curve","observed (AUPRC=0.894)"
"observed",0.838,0.75859987929994,"1","Precision-Recall Curve","observed (AUPRC=0.894)"
"observed",0.839,0.758818209225203,"1","Precision-Recall Curve","observed (AUPRC=0.894)"
"observed",0.84,0.759036144578313,"1","Precision-Recall Curve","observed (AUPRC=0.894)"
"observed",0.841,0.759253686427927,"1","Precision-Recall Curve","observed (AUPRC=0.894)"
"observed",0.842,0.759470835838845,"1","Precision-Recall Curve","observed (AUPRC=0.894)"
"observed",0.843,0.759687593872034,"1","Precision-Recall Curve","observed (AUPRC=0.894)"
"observed",0.844,0.759903961584634,"1","Precision-Recall Curve","observed (AUPRC=0.894)"
"observed",0.845,0.760119940029985,"1","Precision-Recall Curve","observed (AUPRC=0.894)"
"observed",0.846,0.760335530257639,"1","Precision-Recall Curve","observed (AUPRC=0.894)"
"observed",0.847,0.760550733313379,"1","Precision-Recall Curve","observed (AUPRC=0.894)"
"observed",0.848,0.760765550239234,"1","Precision-Recall Curve","observed (AUPRC=0.894)"
"observed",0.849,0.760979982073499,"1","Precision-Recall Curve","observed (AUPRC=0.894)"
"observed",0.85,0.761194029850746,"1","Precision-Recall Curve","observed (AUPRC=0.894)"
"observed",0.851,0.761407694601849,"1","Precision-Recall Curve","observed (AUPRC=0.894)"
"observed",0.852,0.761620977353993,"1","Precision-Recall Curve","observed (AUPRC=0.894)"
"observed",0.853,0.761833879130694,"1","Precision-Recall Curve","observed (AUPRC=0.894)"
"observed",0.854,0.762046400951814,"1","Precision-Recall Curve","observed (AUPRC=0.894)"
"observed",0.855,0.762258543833581,"1","Precision-Recall Curve","observed (AUPRC=0.894)"
"observed",0.856,0.762470308788599,"1","Precision-Recall Curve","observed (AUPRC=0.894)"
"observed",0.857,0.762681696825868,"1","Precision-Recall Curve","observed (AUPRC=0.894)"
"observed",0.858,0.7628927089508,"1","Precision-Recall Curve","observed (AUPRC=0.894)"
"observed",0.859,0.763103346165235,"1","Precision-Recall Curve","observed (AUPRC=0.894)"
"observed",0.86,0.763313609467456,"1","Precision-Recall Curve","observed (AUPRC=0.894)"
"observed",0.861,0.763523499852202,"1","Precision-Recall Curve","observed (AUPRC=0.894)"
