"method","obsNum","PB","dataset"
"LM_GLMM","obsNum=100",0.0732090796016095,"KORA multi-omics"
"LM_GLMM","obsNum=100",0.0317408241895794,"KORA multi-omics"
"LM_GLMM","obsNum=100",0.604057787980434,"KORA multi-omics"
"LM_GLMM","obsNum=100",0.0600949857009033,"KORA multi-omics"
"LM_GLMM","obsNum=100",0.152679321578627,"KORA multi-omics"
"LM_GLMM","obsNum=100",3.14025768026591,"KORA multi-omics"
"LM_GLMM","obsNum=100",0.046524940043238,"KORA multi-omics"
"LM_GLMM","obsNum=100",0.127326353458503,"KORA multi-omics"
"LM_GLMM","obsNum=100",0.135547869616894,"KORA multi-omics"
"LM_GLMM","obsNum=100",0.294441036823551,"KORA multi-omics"
"LM_GLMM","obsNum=100",0.121977092453006,"KORA multi-omics"
"LM_GLMM","obsNum=100",0.203379994719005,"KORA multi-omics"
"LM_GLMM","obsNum=100",0.320719454358481,"KORA multi-omics"
"LM_GLMM","obsNum=100",0.0838063881715294,"KORA multi-omics"
"LM_GLMM","obsNum=100",0.129518178856076,"KORA multi-omics"
"LM_GLMM","obsNum=100",0.277109985211471,"KORA multi-omics"
"LM_GLMM","obsNum=100",1.319387873718,"KORA multi-omics"
"LM_GLMM","obsNum=100",0.201265798845764,"KORA multi-omics"
"LM_GLMM","obsNum=100",0.201622237118562,"KORA multi-omics"
"LM_GLMM","obsNum=100",1.00822349700687,"KORA multi-omics"
"LM_GLMM","obsNum=100",0.147380783751066,"KORA multi-omics"
"LM_GLMM","obsNum=100",0.142369806481705,"KORA multi-omics"
"LM_GLMM","obsNum=100",0.215272365912748,"KORA multi-omics"
"LM_GLMM","obsNum=100",0.19262089354183,"KORA multi-omics"
"LM_GLMM","obsNum=100",0.710236917743203,"KORA multi-omics"
"LM_GLMM","obsNum=100",0.158323313995208,"KORA multi-omics"
"LM_GLMM","obsNum=100",0.120017712940156,"KORA multi-omics"
"LM_GLMM","obsNum=100",0.472919953468977,"KORA multi-omics"
"LM_GLMM","obsNum=100",0.117250877602692,"KORA multi-omics"
"LM_GLMM","obsNum=100",0.16005185926985,"KORA multi-omics"
"LM_GLMM","obsNum=100",0.0560926131160603,"KORA multi-omics"
"LM_GLMM","obsNum=100",0.136845662928289,"KORA multi-omics"
"LM_GLMM","obsNum=100",0.269512417206707,"KORA multi-omics"
"LM_GLMM","obsNum=100",0.422788149734478,"KORA multi-omics"
"LM_GLMM","obsNum=100",0.0764617212093709,"KORA multi-omics"
"LM_GLMM","obsNum=100",0.167763063083882,"KORA multi-omics"
"LM_GLMM","obsNum=100",0.16093520176395,"KORA multi-omics"
"LM_GLMM","obsNum=100",0.0631706869941015,"KORA multi-omics"
"LM_GLMM","obsNum=100",0.1419180896449,"KORA multi-omics"
"LM_GLMM","obsNum=100",0.127056427397459,"KORA multi-omics"
"LM_GLMM","obsNum=100",0.388739209288562,"KORA multi-omics"
"LM_GLMM","obsNum=100",1.95775857232029,"KORA multi-omics"
"LM_GLMM","obsNum=100",0.390521239248678,"KORA multi-omics"
"LM_GLMM","obsNum=100",0.078323922965341,"KORA multi-omics"
"LM_GLMM","obsNum=100",0.438918065290219,"KORA multi-omics"
"LM_GLMM","obsNum=100",0.188635497673854,"KORA multi-omics"
"LM_GLMM","obsNum=100",0.170262321345589,"KORA multi-omics"
"LM_GLMM","obsNum=100",0.0967965151983774,"KORA multi-omics"
"LM_GLMM","obsNum=100",0.156952509873379,"KORA multi-omics"
"LM_GLMM","obsNum=100",0.096088846143397,"KORA multi-omics"
"LM_GLMM","obsNum=100",0.11974503639602,"KORA multi-omics"
"LM_GLMM","obsNum=100",0.857643293444747,"KORA multi-omics"
"LM_GLMM","obsNum=100",0.0379149424886546,"KORA multi-omics"
"LM_GLMM","obsNum=100",0.337106006494417,"KORA multi-omics"
"LM_GLMM","obsNum=100",0.988732171197975,"KORA multi-omics"
"LM_GLMM","obsNum=100",1.53543781337399,"KORA multi-omics"
"LM_GLMM","obsNum=100",0.490986680925366,"KORA multi-omics"
"LM_GLMM","obsNum=100",0.19376381633576,"KORA multi-omics"
"LM_GLMM","obsNum=100",0.167592819445953,"KORA multi-omics"
"LM_GLMM","obsNum=200",0.164053435149324,"KORA multi-omics"
"LM_GLMM","obsNum=200",0.0492142464929739,"KORA multi-omics"
"LM_GLMM","obsNum=200",0.353350921698254,"KORA multi-omics"
"LM_GLMM","obsNum=200",0.198173423224443,"KORA multi-omics"
"LM_GLMM","obsNum=200",0.27629321807207,"KORA multi-omics"
"LM_GLMM","obsNum=200",0.236999720617774,"KORA multi-omics"
"LM_GLMM","obsNum=200",0.0387109469394611,"KORA multi-omics"
"LM_GLMM","obsNum=200",0.0638666100237436,"KORA multi-omics"
"LM_GLMM","obsNum=200",0.0320603529641691,"KORA multi-omics"
"LM_GLMM","obsNum=200",0.510411657776229,"KORA multi-omics"
"LM_GLMM","obsNum=200",0.0591433166609726,"KORA multi-omics"
"LM_GLMM","obsNum=200",0.14667014102209,"KORA multi-omics"
"LM_GLMM","obsNum=200",3.19375990952082,"KORA multi-omics"
"LM_GLMM","obsNum=200",0.043592358080421,"KORA multi-omics"
"LM_GLMM","obsNum=200",0.113864206095145,"KORA multi-omics"
"LM_GLMM","obsNum=200",0.128042240230536,"KORA multi-omics"
"LM_GLMM","obsNum=200",0.30343935956167,"KORA multi-omics"
"LM_GLMM","obsNum=200",0.140282557647449,"KORA multi-omics"
"LM_GLMM","obsNum=200",0.162922801100501,"KORA multi-omics"
"LM_GLMM","obsNum=200",0.300651569570227,"KORA multi-omics"
"LM_GLMM","obsNum=200",0.0679227433246294,"KORA multi-omics"
"LM_GLMM","obsNum=200",0.115406985523486,"KORA multi-omics"
"LM_GLMM","obsNum=200",0.316381818764076,"KORA multi-omics"
"LM_GLMM","obsNum=200",1.2709474491196,"KORA multi-omics"
"LM_GLMM","obsNum=200",0.192557389143234,"KORA multi-omics"
"LM_GLMM","obsNum=200",0.205991951086929,"KORA multi-omics"
"LM_GLMM","obsNum=200",0.949681834961202,"KORA multi-omics"
"LM_GLMM","obsNum=200",0.136303189358717,"KORA multi-omics"
"LM_GLMM","obsNum=200",0.152922910599611,"KORA multi-omics"
"LM_GLMM","obsNum=200",0.2447303398631,"KORA multi-omics"
"LM_GLMM","obsNum=200",0.18570027749227,"KORA multi-omics"
"LM_GLMM","obsNum=200",0.639409850299951,"KORA multi-omics"
"LM_GLMM","obsNum=200",0.144943687644383,"KORA multi-omics"
"LM_GLMM","obsNum=200",0.10887514019507,"KORA multi-omics"
"LM_GLMM","obsNum=200",0.469126022986428,"KORA multi-omics"
"LM_GLMM","obsNum=200",0.120249805089544,"KORA multi-omics"
"LM_GLMM","obsNum=200",0.140310084528349,"KORA multi-omics"
"LM_GLMM","obsNum=200",0.0496581205176754,"KORA multi-omics"
"LM_GLMM","obsNum=200",0.121486064414457,"KORA multi-omics"
"LM_GLMM","obsNum=200",0.209056357709078,"KORA multi-omics"
"LM_GLMM","obsNum=200",0.342165149207177,"KORA multi-omics"
"LM_GLMM","obsNum=200",0.0744993087437013,"KORA multi-omics"
"LM_GLMM","obsNum=200",0.171913864085196,"KORA multi-omics"
"LM_GLMM","obsNum=200",0.169730397287213,"KORA multi-omics"
"LM_GLMM","obsNum=200",0.0628987996032162,"KORA multi-omics"
"LM_GLMM","obsNum=200",0.143815496126843,"KORA multi-omics"
"LM_GLMM","obsNum=200",0.0981423746517214,"KORA multi-omics"
"LM_GLMM","obsNum=200",0.395150002849634,"KORA multi-omics"
"LM_GLMM","obsNum=200",1.91376367748759,"KORA multi-omics"
"LM_GLMM","obsNum=200",0.400895538113225,"KORA multi-omics"
"LM_GLMM","obsNum=200",0.0756272109311741,"KORA multi-omics"
"LM_GLMM","obsNum=200",0.386309321623959,"KORA multi-omics"
"LM_GLMM","obsNum=200",0.187486838794868,"KORA multi-omics"
"LM_GLMM","obsNum=200",0.156811660886064,"KORA multi-omics"
"LM_GLMM","obsNum=200",0.0998321069140328,"KORA multi-omics"
"LM_GLMM","obsNum=200",0.151117324554161,"KORA multi-omics"
"LM_GLMM","obsNum=200",0.0839057270873917,"KORA multi-omics"
"LM_GLMM","obsNum=200",0.111995770500393,"KORA multi-omics"
"LM_GLMM","obsNum=200",0.696058809357488,"KORA multi-omics"
"LM_GLMM","obsNum=200",0.0439221505763356,"KORA multi-omics"
"LM_GLMM","obsNum=200",0.319230435841807,"KORA multi-omics"
"LM_GLMM","obsNum=200",0.990052911689955,"KORA multi-omics"
"LM_GLMM","obsNum=200",1.50622344290288,"KORA multi-omics"
"LM_GLMM","obsNum=200",0.485475729060779,"KORA multi-omics"
"LM_GLMM","obsNum=200",0.166993140852539,"KORA multi-omics"
"LM_GLMM","obsNum=200",0.158604910277046,"KORA multi-omics"
"PMM","obsNum=0",0.172791404934004,"KORA multi-omics"
"PMM","obsNum=0",0.0548361320486501,"KORA multi-omics"
"PMM","obsNum=0",0.288495568131662,"KORA multi-omics"
"PMM","obsNum=0",0.191509697207068,"KORA multi-omics"
"PMM","obsNum=0",0.328610673360807,"KORA multi-omics"
"PMM","obsNum=0",0.318633283060534,"KORA multi-omics"
"PMM","obsNum=0",0.036740724367627,"KORA multi-omics"
"PMM","obsNum=0",0.0518902905638276,"KORA multi-omics"
"PMM","obsNum=0",0.0317177945671717,"KORA multi-omics"
"PMM","obsNum=0",0.390594389693541,"KORA multi-omics"
"PMM","obsNum=0",0.0617503821496486,"KORA multi-omics"
"PMM","obsNum=0",0.126846528716197,"KORA multi-omics"
"PMM","obsNum=0",3.40239557309873,"KORA multi-omics"
"PMM","obsNum=0",0.0387202586048144,"KORA multi-omics"
"PMM","obsNum=0",0.118089275073121,"KORA multi-omics"
"PMM","obsNum=0",0.16174001011239,"KORA multi-omics"
"PMM","obsNum=0",0.303940434054398,"KORA multi-omics"
"PMM","obsNum=0",0.0810204757603697,"KORA multi-omics"
"PMM","obsNum=0",0.236381923539651,"KORA multi-omics"
"PMM","obsNum=0",0.363863778869688,"KORA multi-omics"
"PMM","obsNum=0",0.120901657675676,"KORA multi-omics"
"PMM","obsNum=0",0.0921274700326903,"KORA multi-omics"
"PMM","obsNum=0",0.380586538741737,"KORA multi-omics"
"PMM","obsNum=0",2.18918044299822,"KORA multi-omics"
"PMM","obsNum=0",0.234654583288861,"KORA multi-omics"
"PMM","obsNum=0",0.149446028661733,"KORA multi-omics"
"PMM","obsNum=0",1.9547069403014,"KORA multi-omics"
"PMM","obsNum=0",0.209734035719812,"KORA multi-omics"
"PMM","obsNum=0",0.153635490488624,"KORA multi-omics"
"PMM","obsNum=0",0.185733404008684,"KORA multi-omics"
"PMM","obsNum=0",0.251997293557779,"KORA multi-omics"
"PMM","obsNum=0",0.663871968784071,"KORA multi-omics"
"PMM","obsNum=0",0.181965080810627,"KORA multi-omics"
"PMM","obsNum=0",0.14745227160983,"KORA multi-omics"
"PMM","obsNum=0",0.71809263945995,"KORA multi-omics"
"PMM","obsNum=0",0.0880899310754198,"KORA multi-omics"
"PMM","obsNum=0",0.133799262395226,"KORA multi-omics"
"PMM","obsNum=0",0.0448168527224109,"KORA multi-omics"
"PMM","obsNum=0",0.115644161490706,"KORA multi-omics"
"PMM","obsNum=0",0.293380621158527,"KORA multi-omics"
"PMM","obsNum=0",0.440582802890064,"KORA multi-omics"
"PMM","obsNum=0",0.0582462904385834,"KORA multi-omics"
"PMM","obsNum=0",0.114242663494704,"KORA multi-omics"
"PMM","obsNum=0",0.147302991459902,"KORA multi-omics"
"PMM","obsNum=0",0.0483244775658061,"KORA multi-omics"
"PMM","obsNum=0",0.0913728958374364,"KORA multi-omics"
"PMM","obsNum=0",0.120228306146491,"KORA multi-omics"
"PMM","obsNum=0",0.311361425307896,"KORA multi-omics"
"PMM","obsNum=0",1.77040998052416,"KORA multi-omics"
"PMM","obsNum=0",0.342399786922497,"KORA multi-omics"
"PMM","obsNum=0",0.121024533469971,"KORA multi-omics"
"PMM","obsNum=0",0.53230901311774,"KORA multi-omics"
"PMM","obsNum=0",0.186599054261366,"KORA multi-omics"
"PMM","obsNum=0",0.127978501700446,"KORA multi-omics"
"PMM","obsNum=0",0.086360367737703,"KORA multi-omics"
"PMM","obsNum=0",0.14719088728393,"KORA multi-omics"
"PMM","obsNum=0",0.0937617298743793,"KORA multi-omics"
"PMM","obsNum=0",0.142299701968362,"KORA multi-omics"
"PMM","obsNum=0",1.52601114926407,"KORA multi-omics"
"PMM","obsNum=0",0.0498324529305943,"KORA multi-omics"
"PMM","obsNum=0",0.264759888060414,"KORA multi-omics"
"PMM","obsNum=0",1.08567181204057,"KORA multi-omics"
"PMM","obsNum=0",1.52309354127428,"KORA multi-omics"
"PMM","obsNum=0",0.596724173257354,"KORA multi-omics"
"PMM","obsNum=0",0.216870472525911,"KORA multi-omics"
"PMM","obsNum=0",0.294163822382263,"KORA multi-omics"
"PMM","obsNum=50",0.159023312103383,"KORA multi-omics"
"PMM","obsNum=50",0.0494825663453497,"KORA multi-omics"
"PMM","obsNum=50",0.278762069356458,"KORA multi-omics"
"PMM","obsNum=50",0.179122363568248,"KORA multi-omics"
"PMM","obsNum=50",0.277354750696443,"KORA multi-omics"
"PMM","obsNum=50",0.193005188035741,"KORA multi-omics"
"PMM","obsNum=50",0.0331019883569809,"KORA multi-omics"
"PMM","obsNum=50",0.0500651890259167,"KORA multi-omics"
"PMM","obsNum=50",0.030078819191402,"KORA multi-omics"
"PMM","obsNum=50",0.322625087990385,"KORA multi-omics"
"PMM","obsNum=50",0.0486958622523729,"KORA multi-omics"
"PMM","obsNum=50",0.108399601624568,"KORA multi-omics"
"PMM","obsNum=50",2.88546010924902,"KORA multi-omics"
"PMM","obsNum=50",0.0346646346017777,"KORA multi-omics"
"PMM","obsNum=50",0.105258062109933,"KORA multi-omics"
"PMM","obsNum=50",0.149690968948756,"KORA multi-omics"
"PMM","obsNum=50",0.30207061439558,"KORA multi-omics"
"PMM","obsNum=50",0.0813758506301012,"KORA multi-omics"
"PMM","obsNum=50",0.181221102009301,"KORA multi-omics"
"PMM","obsNum=50",0.272050136857533,"KORA multi-omics"
"PMM","obsNum=50",0.0909962349359884,"KORA multi-omics"
"PMM","obsNum=50",0.0844528249006693,"KORA multi-omics"
"PMM","obsNum=50",0.306376135752613,"KORA multi-omics"
"PMM","obsNum=50",1.64175852370064,"KORA multi-omics"
"PMM","obsNum=50",0.184198308297879,"KORA multi-omics"
"PMM","obsNum=50",0.13612903163497,"KORA multi-omics"
"PMM","obsNum=50",1.53976202519722,"KORA multi-omics"
"PMM","obsNum=50",0.145459186612163,"KORA multi-omics"
"PMM","obsNum=50",0.112907860003124,"KORA multi-omics"
"PMM","obsNum=50",0.173974931584134,"KORA multi-omics"
"PMM","obsNum=50",0.190189262740288,"KORA multi-omics"
"PMM","obsNum=50",0.51965277595485,"KORA multi-omics"
"PMM","obsNum=50",0.126127813168158,"KORA multi-omics"
"PMM","obsNum=50",0.110756438324534,"KORA multi-omics"
"PMM","obsNum=50",0.567740887745416,"KORA multi-omics"
"PMM","obsNum=50",0.0817993987032156,"KORA multi-omics"
"PMM","obsNum=50",0.135170722822464,"KORA multi-omics"
"PMM","obsNum=50",0.0433165871395516,"KORA multi-omics"
"PMM","obsNum=50",0.119274165740072,"KORA multi-omics"
"PMM","obsNum=50",0.227087308575738,"KORA multi-omics"
"PMM","obsNum=50",0.374999759593101,"KORA multi-omics"
"PMM","obsNum=50",0.0542954859343895,"KORA multi-omics"
"PMM","obsNum=50",0.120877023734451,"KORA multi-omics"
"PMM","obsNum=50",0.130590883753083,"KORA multi-omics"
"PMM","obsNum=50",0.0459895366190269,"KORA multi-omics"
"PMM","obsNum=50",0.0880962123421804,"KORA multi-omics"
"PMM","obsNum=50",0.100352079510565,"KORA multi-omics"
"PMM","obsNum=50",0.290393764284253,"KORA multi-omics"
"PMM","obsNum=50",1.60851415670057,"KORA multi-omics"
"PMM","obsNum=50",0.294191654340244,"KORA multi-omics"
"PMM","obsNum=50",0.0912272612077351,"KORA multi-omics"
"PMM","obsNum=50",0.377294406167868,"KORA multi-omics"
"PMM","obsNum=50",0.163458975897839,"KORA multi-omics"
"PMM","obsNum=50",0.118111896507302,"KORA multi-omics"
"PMM","obsNum=50",0.0789657455706116,"KORA multi-omics"
"PMM","obsNum=50",0.113126044200769,"KORA multi-omics"
"PMM","obsNum=50",0.0702860068899033,"KORA multi-omics"
"PMM","obsNum=50",0.120971044655357,"KORA multi-omics"
"PMM","obsNum=50",1.01011843857635,"KORA multi-omics"
"PMM","obsNum=50",0.0365712837276299,"KORA multi-omics"
"PMM","obsNum=50",0.255358800432936,"KORA multi-omics"
"PMM","obsNum=50",0.957252654021563,"KORA multi-omics"
"PMM","obsNum=50",1.31689271662145,"KORA multi-omics"
"PMM","obsNum=50",0.51935625913481,"KORA multi-omics"
"PMM","obsNum=50",0.165249763500346,"KORA multi-omics"
"PMM","obsNum=50",0.219249974583438,"KORA multi-omics"
"PMM","obsNum=100",0.135180098387207,"KORA multi-omics"
"PMM","obsNum=100",0.0477927273084615,"KORA multi-omics"
"PMM","obsNum=100",0.254323425443229,"KORA multi-omics"
"PMM","obsNum=100",0.180729129662401,"KORA multi-omics"
"PMM","obsNum=100",0.269463222445863,"KORA multi-omics"
"PMM","obsNum=100",0.183851084457968,"KORA multi-omics"
"PMM","obsNum=100",0.0341451278564971,"KORA multi-omics"
"PMM","obsNum=100",0.0515079457085061,"KORA multi-omics"
"PMM","obsNum=100",0.0298903016577589,"KORA multi-omics"
"PMM","obsNum=100",0.277348751620289,"KORA multi-omics"
"PMM","obsNum=100",0.0506501082491915,"KORA multi-omics"
"PMM","obsNum=100",0.123018412894977,"KORA multi-omics"
"PMM","obsNum=100",2.85626282940014,"KORA multi-omics"
"PMM","obsNum=100",0.03665382703029,"KORA multi-omics"
"PMM","obsNum=100",0.10522808125911,"KORA multi-omics"
"PMM","obsNum=100",0.138958855858579,"KORA multi-omics"
"PMM","obsNum=100",0.255168151742921,"KORA multi-omics"
"PMM","obsNum=100",0.0987289663452685,"KORA multi-omics"
"PMM","obsNum=100",0.166786024645635,"KORA multi-omics"
"PMM","obsNum=100",0.260630141165602,"KORA multi-omics"
"PMM","obsNum=100",0.0868699959970183,"KORA multi-omics"
"PMM","obsNum=100",0.0810028854226042,"KORA multi-omics"
"PMM","obsNum=100",0.300329132824018,"KORA multi-omics"
"PMM","obsNum=100",1.5934856981264,"KORA multi-omics"
"PMM","obsNum=100",0.164640887458195,"KORA multi-omics"
"PMM","obsNum=100",0.129499731049898,"KORA multi-omics"
"PMM","obsNum=100",1.31530726680727,"KORA multi-omics"
"PMM","obsNum=100",0.125438310466181,"KORA multi-omics"
"PMM","obsNum=100",0.118487681152873,"KORA multi-omics"
"PMM","obsNum=100",0.171531445343373,"KORA multi-omics"
"PMM","obsNum=100",0.193135321507458,"KORA multi-omics"
"PMM","obsNum=100",0.593100127524785,"KORA multi-omics"
"PMM","obsNum=100",0.120609732561929,"KORA multi-omics"
"PMM","obsNum=100",0.0976645393366524,"KORA multi-omics"
"PMM","obsNum=100",0.567821815151736,"KORA multi-omics"
"PMM","obsNum=100",0.0886879992957102,"KORA multi-omics"
"PMM","obsNum=100",0.12327838668747,"KORA multi-omics"
"PMM","obsNum=100",0.0447980356508327,"KORA multi-omics"
"PMM","obsNum=100",0.114209584532233,"KORA multi-omics"
"PMM","obsNum=100",0.254271724151806,"KORA multi-omics"
"PMM","obsNum=100",0.337658583228374,"KORA multi-omics"
"PMM","obsNum=100",0.048281361365204,"KORA multi-omics"
"PMM","obsNum=100",0.109891836006933,"KORA multi-omics"
"PMM","obsNum=100",0.137373517601996,"KORA multi-omics"
"PMM","obsNum=100",0.0447442392973346,"KORA multi-omics"
"PMM","obsNum=100",0.0907909076613057,"KORA multi-omics"
"PMM","obsNum=100",0.0998262798582522,"KORA multi-omics"
"PMM","obsNum=100",0.296696434007683,"KORA multi-omics"
"PMM","obsNum=100",1.62194044867895,"KORA multi-omics"
"PMM","obsNum=100",0.356186170353865,"KORA multi-omics"
"PMM","obsNum=100",0.0814543823201502,"KORA multi-omics"
"PMM","obsNum=100",0.391293491332151,"KORA multi-omics"
"PMM","obsNum=100",0.155105966002666,"KORA multi-omics"
"PMM","obsNum=100",0.117546592938312,"KORA multi-omics"
"PMM","obsNum=100",0.0769778143355149,"KORA multi-omics"
"PMM","obsNum=100",0.09665678609497,"KORA multi-omics"
"PMM","obsNum=100",0.0674037451759257,"KORA multi-omics"
"PMM","obsNum=100",0.122382366027854,"KORA multi-omics"
"PMM","obsNum=100",0.915173798107557,"KORA multi-omics"
"PMM","obsNum=100",0.0348675872153369,"KORA multi-omics"
"PMM","obsNum=100",0.252711862514504,"KORA multi-omics"
"PMM","obsNum=100",0.996710984154939,"KORA multi-omics"
"PMM","obsNum=100",1.31625100228245,"KORA multi-omics"
"PMM","obsNum=100",0.521923363634894,"KORA multi-omics"
"PMM","obsNum=100",0.17519499460839,"KORA multi-omics"
"PMM","obsNum=100",0.205297863718886,"KORA multi-omics"
"PMM","obsNum=200",0.123123334667483,"KORA multi-omics"
"PMM","obsNum=200",0.047119673525134,"KORA multi-omics"
"PMM","obsNum=200",0.259147081693473,"KORA multi-omics"
"PMM","obsNum=200",0.179755577502726,"KORA multi-omics"
"PMM","obsNum=200",0.253781054613936,"KORA multi-omics"
"PMM","obsNum=200",0.189696113923551,"KORA multi-omics"
"PMM","obsNum=200",0.0349435976823294,"KORA multi-omics"
"PMM","obsNum=200",0.050911332421156,"KORA multi-omics"
"PMM","obsNum=200",0.0313474876828914,"KORA multi-omics"
"PMM","obsNum=200",0.29467791299038,"KORA multi-omics"
"PMM","obsNum=200",0.0536602042417583,"KORA multi-omics"
"PMM","obsNum=200",0.129414068538777,"KORA multi-omics"
"PMM","obsNum=200",2.41510285958173,"KORA multi-omics"
"PMM","obsNum=200",0.035150546856423,"KORA multi-omics"
"PMM","obsNum=200",0.11099856434302,"KORA multi-omics"
"PMM","obsNum=200",0.119835960754789,"KORA multi-omics"
"PMM","obsNum=200",0.240036044440267,"KORA multi-omics"
"PMM","obsNum=200",0.0954914623941558,"KORA multi-omics"
"PMM","obsNum=200",0.143430267474509,"KORA multi-omics"
"PMM","obsNum=200",0.263135053994996,"KORA multi-omics"
"PMM","obsNum=200",0.0700629592706829,"KORA multi-omics"
"PMM","obsNum=200",0.0835174941109458,"KORA multi-omics"
"PMM","obsNum=200",0.263787096533991,"KORA multi-omics"
"PMM","obsNum=200",1.44716089538602,"KORA multi-omics"
"PMM","obsNum=200",0.132244587620977,"KORA multi-omics"
"PMM","obsNum=200",0.138751311332113,"KORA multi-omics"
"PMM","obsNum=200",1.21306583363429,"KORA multi-omics"
"PMM","obsNum=200",0.114125428505178,"KORA multi-omics"
"PMM","obsNum=200",0.117928132585707,"KORA multi-omics"
"PMM","obsNum=200",0.165045233634575,"KORA multi-omics"
"PMM","obsNum=200",0.194454317882994,"KORA multi-omics"
"PMM","obsNum=200",0.559699963311854,"KORA multi-omics"
"PMM","obsNum=200",0.109780847937637,"KORA multi-omics"
"PMM","obsNum=200",0.0972165450419491,"KORA multi-omics"
"PMM","obsNum=200",0.514103284652893,"KORA multi-omics"
"PMM","obsNum=200",0.0938962203852044,"KORA multi-omics"
"PMM","obsNum=200",0.125634173784925,"KORA multi-omics"
"PMM","obsNum=200",0.0443246792621393,"KORA multi-omics"
"PMM","obsNum=200",0.119740801085146,"KORA multi-omics"
"PMM","obsNum=200",0.218269723101044,"KORA multi-omics"
"PMM","obsNum=200",0.347160079990924,"KORA multi-omics"
"PMM","obsNum=200",0.0516330287854066,"KORA multi-omics"
"PMM","obsNum=200",0.120920599612569,"KORA multi-omics"
"PMM","obsNum=200",0.138859936908224,"KORA multi-omics"
"PMM","obsNum=200",0.0492564643707133,"KORA multi-omics"
"PMM","obsNum=200",0.0949217278559308,"KORA multi-omics"
"PMM","obsNum=200",0.101829584353687,"KORA multi-omics"
"PMM","obsNum=200",0.264810032135414,"KORA multi-omics"
"PMM","obsNum=200",1.38421805995459,"KORA multi-omics"
"PMM","obsNum=200",0.298048536161275,"KORA multi-omics"
"PMM","obsNum=200",0.0747839965210747,"KORA multi-omics"
"PMM","obsNum=200",0.317643644407622,"KORA multi-omics"
"PMM","obsNum=200",0.143358060089057,"KORA multi-omics"
"PMM","obsNum=200",0.113052652772262,"KORA multi-omics"
"PMM","obsNum=200",0.0796416950562142,"KORA multi-omics"
"PMM","obsNum=200",0.0959156110644149,"KORA multi-omics"
"PMM","obsNum=200",0.0728322722199952,"KORA multi-omics"
"PMM","obsNum=200",0.111943187184687,"KORA multi-omics"
"PMM","obsNum=200",0.850143373454027,"KORA multi-omics"
"PMM","obsNum=200",0.0341397431521919,"KORA multi-omics"
"PMM","obsNum=200",0.254806231352161,"KORA multi-omics"
"PMM","obsNum=200",0.851820770724807,"KORA multi-omics"
"PMM","obsNum=200",1.10069685424674,"KORA multi-omics"
"PMM","obsNum=200",0.467867774179146,"KORA multi-omics"
"PMM","obsNum=200",0.16279674841047,"KORA multi-omics"
"PMM","obsNum=200",0.189349499296871,"KORA multi-omics"
