"group","source","V1","V2"
"LEOPARD","Observed data (t1)",3.57992030349593,0.0627716906648357
"LEOPARD","Observed data (t1)",2.50879319659887,3.21263580319581
"LEOPARD","Observed data (t1)",1.28192093897091,2.51238172576604
"LEOPARD","Observed data (t1)",2.92392683920862,-0.441940354024694
"LEOPARD","Observed data (t1)",1.8061109497402,0.695813598856052
"LEOPARD","Observed data (t1)",0.568517021881825,-2.75317813519333
"LEOPARD","Observed data (t1)",3.23344665122459,2.44917619398781
"LEOPARD","Observed data (t1)",1.91469324540078,-1.15710154642083
"LEOPARD","Observed data (t1)",2.99885218106201,2.40400118609083
"LEOPARD","Observed data (t1)",2.19117066263244,0.714325140979583
"LEOPARD","Observed data (t1)",0.434836019082204,-1.63376735577037
"LEOPARD","Observed data (t1)",1.93298458340407,0.187958180175787
"LEOPARD","Observed data (t1)",1.12500765728958,-1.51489739532502
"LEOPARD","Observed data (t1)",1.18914634227829,-0.932398558368946
"LEOPARD","Observed data (t1)",0.539186751771728,-1.74445798374993
"LEOPARD","Observed data (t1)",2.92488892881947,1.56869963737447
"LEOPARD","Observed data (t1)",2.77414441907514,2.86048062580361
"LEOPARD","Observed data (t1)",3.42607658481648,1.11996888882417
"LEOPARD","Observed data (t1)",2.41750395693288,0.262182369895683
"LEOPARD","Observed data (t1)",1.08446930750832,2.29102859597859
"LEOPARD","Observed data (t1)",2.68240195658091,2.26610685241021
"LEOPARD","Observed data (t1)",1.12274560783047,-2.20058205262683
"LEOPARD","Observed data (t1)",1.02521544571944,-0.660073067739207
"LEOPARD","Observed data (t1)",3.06031899860177,-1.71219873704893
"LEOPARD","Observed data (t1)",0.481094223715928,-2.47814094057402
"LEOPARD","Observed data (t1)",2.16967553360096,0.161512134678535
"LEOPARD","Observed data (t1)",2.24500437893805,1.8933584299888
"LEOPARD","Observed data (t1)",1.70990588014878,-0.0346342547312803
"LEOPARD","Observed data (t1)",1.56399457651736,2.43702986168067
"LEOPARD","Observed data (t1)",1.34279336902468,-0.104100559130753
"LEOPARD","Observed data (t1)",3.36116858560734,0.832533305003551
"LEOPARD","Observed data (t1)",1.67034182699687,1.74546814821343
"LEOPARD","Observed data (t1)",2.61349433617361,-0.970884366936682
"LEOPARD","Observed data (t1)",1.86833831195483,-2.25390665277853
"LEOPARD","Observed data (t1)",0.740136331923385,-2.24291829656492
"LEOPARD","Observed data (t1)",-0.0952502095029666,0.955513706207935
"LEOPARD","Observed data (t1)",0.577412288164035,-2.09523068931338
"LEOPARD","Observed data (t1)",2.56737514908631,2.6020020975322
"LEOPARD","Observed data (t1)",3.42020751828348,-0.338449119557385
"LEOPARD","Observed data (t1)",-0.113872291650178,-2.54000015537959
"LEOPARD","Observed data (t1)",-0.367319867809748,-0.822358316217421
"LEOPARD","Observed data (t1)",2.32889095810546,0.471165349913494
"LEOPARD","Observed data (t1)",0.264585668830646,-0.610247245204769
"LEOPARD","Observed data (t1)",2.24667210013141,0.745881143641453
"LEOPARD","Observed data (t1)",1.51776215593411,-1.08920049032871
"LEOPARD","Observed data (t1)",0.781173966261549,-2.69301638037783
"LEOPARD","Observed data (t1)",3.3729039856529,-0.0654571082141472
"LEOPARD","Observed data (t1)",3.01519732346575,1.54455195727138
"LEOPARD","Observed data (t1)",2.34693078373911,1.04974362276393
"LEOPARD","Observed data (t1)",1.18762522915725,1.10702588651898
"LEOPARD","Observed data (t1)",0.806770351862414,1.78875408079905
"LEOPARD","Observed data (t1)",2.8597282196159,2.09284055782054
"LEOPARD","Observed data (t1)",0.0707178176591871,-1.78247696723681
"LEOPARD","Observed data (t1)",3.30585362260405,0.534138132749565
"LEOPARD","Observed data (t1)",-3.64763847612239,0.742314533651923
"LEOPARD","Observed data (t1)",1.64786457200353,1.17710824874947
"LEOPARD","Observed data (t1)",2.42280756868552,3.15345952761594
"LEOPARD","Observed data (t1)",1.73549738073279,0.652480891727536
"LEOPARD","Observed data (t1)",2.2598079418426,0.560444563522594
"LEOPARD","Observed data (t1)",2.03540602706845,2.82576412265506
"LEOPARD","Observed data (t1)",1.42364590440691,1.01660653171277
"LEOPARD","Observed data (t1)",0.990325404250288,-0.773834802417634
"LEOPARD","Observed data (t1)",-1.29878576151777,-3.43555070161963
"LEOPARD","Observed data (t1)",1.45525786354436,3.23713313236082
"LEOPARD","Observed data (t1)",2.4044883206503,3.28669622525708
"LEOPARD","Observed data (t1)",2.49736495259596,2.07696581615778
"LEOPARD","Observed data (t1)",3.13576680260649,-1.87705106708955
"LEOPARD","Observed data (t1)",3.2149264096405,1.30875817991381
"LEOPARD","Observed data (t1)",1.33117589443748,-0.624779521434242
"LEOPARD","Observed data (t1)",1.96235538275458,3.10444969982716
"LEOPARD","Observed data (t1)",0.991200567010562,-1.00965618630491
"LEOPARD","Observed data (t1)",0.835928882766461,-1.606963030844
"LEOPARD","Observed data (t1)",2.57226394438688,1.55427395180172
"LEOPARD","Observed data (t1)",1.53998263426232,-2.46284892827727
"LEOPARD","Observed data (t1)",2.53974534747874,2.33532455397773
"LEOPARD","Observed data (t1)",1.69467995653222,0.171797506881816
"LEOPARD","Observed data (t1)",2.31028890794464,-0.758462112281063
"LEOPARD","Observed data (t1)",-0.0830779885006968,-0.847611489356586
"LEOPARD","Observed data (t1)",1.85307130731577,2.00705115902003
"LEOPARD","Observed data (t1)",0.0648026202733634,1.76363858530797
"LEOPARD","Observed data (t1)",1.55372898025344,-1.57089699373076
"LEOPARD","Observed data (t1)",1.87497969849105,1.49820163701784
"LEOPARD","Observed data (t1)",-3.81176238041264,2.74894853232736
