"completion_task","observed_timepoint","obsNum","PB"
"complete view 1 at timepoint 3","timepoint 1 observed","100",0.15563732
"complete view 1 at timepoint 3","timepoint 1 observed","100",0.16369243
"complete view 1 at timepoint 3","timepoint 1 observed","100",0.16836578
"complete view 1 at timepoint 3","timepoint 1 observed","100",0.1488041
"complete view 1 at timepoint 3","timepoint 1 observed","100",0.1319007
"complete view 1 at timepoint 3","timepoint 1 observed","100",0.2011302
"complete view 1 at timepoint 3","timepoint 1 observed","100",0.18084918
"complete view 1 at timepoint 3","timepoint 1 observed","100",0.24058573
"complete view 1 at timepoint 3","timepoint 1 observed","100",0.25269192
"complete view 1 at timepoint 3","timepoint 1 observed","100",0.21171291
"complete view 1 at timepoint 3","timepoint 1 observed","100",0.21752496
"complete view 1 at timepoint 3","timepoint 1 observed","100",0.20025419
"complete view 1 at timepoint 3","timepoint 1 observed","100",0.26866803
"complete view 1 at timepoint 3","timepoint 1 observed","100",0.20751673
"complete view 1 at timepoint 3","timepoint 1 observed","100",0.24213566
"complete view 1 at timepoint 3","timepoint 1 observed","200",0.18317126
"complete view 1 at timepoint 3","timepoint 1 observed","200",0.25765085
"complete view 1 at timepoint 3","timepoint 1 observed","200",0.14279968
"complete view 1 at timepoint 3","timepoint 1 observed","200",0.35229683
"complete view 1 at timepoint 3","timepoint 1 observed","200",0.28972733
"complete view 1 at timepoint 3","timepoint 1 observed","200",0.23274522
"complete view 1 at timepoint 3","timepoint 1 observed","200",0.1768964
"complete view 1 at timepoint 3","timepoint 1 observed","200",0.22213914
"complete view 1 at timepoint 3","timepoint 1 observed","200",0.24861081
"complete view 1 at timepoint 3","timepoint 1 observed","200",0.1880007
"complete view 1 at timepoint 3","timepoint 1 observed","200",0.13259788
"complete view 1 at timepoint 3","timepoint 1 observed","200",0.16096203
"complete view 1 at timepoint 3","timepoint 1 observed","200",0.15807095
"complete view 1 at timepoint 3","timepoint 1 observed","200",0.29040438
"complete view 1 at timepoint 3","timepoint 1 observed","200",0.31382716
"complete view 1 at timepoint 3","timepoint 1 observed","200",0.16336402
"complete view 1 at timepoint 3","timepoint 1 observed","200",0.13639177
"complete view 1 at timepoint 3","timepoint 1 observed","200",0.13998803
"complete view 1 at timepoint 3","timepoint 1 observed","200",0.1567846
"complete view 1 at timepoint 3","timepoint 1 observed","200",0.22879536
"complete view 1 at timepoint 3","timepoint 1 observed","200",0.15402432
"complete view 1 at timepoint 3","timepoint 1 observed","200",0.13984261
"complete view 1 at timepoint 3","timepoint 1 observed","200",0.24463558
"complete view 1 at timepoint 3","timepoint 1 observed","200",0.18931656
"complete view 1 at timepoint 3","timepoint 1 observed","200",0.18447013
"complete view 1 at timepoint 3","timepoint 1 observed","200",0.19606976
"complete view 1 at timepoint 3","timepoint 1 observed","200",0.2106081
"complete view 1 at timepoint 3","timepoint 1 observed","200",0.14315723
"complete view 1 at timepoint 3","timepoint 1 observed","200",0.17101735
"complete view 1 at timepoint 3","timepoint 1 observed","200",0.24114831
"complete view 1 at timepoint 3","timepoint 1 observed","200",0.20622467
"complete view 1 at timepoint 3","timepoint 1 observed","200",0.1942591
"complete view 1 at timepoint 3","timepoint 1 observed","200",0.22553337
"complete view 1 at timepoint 3","timepoint 1 observed","200",0.18748419
"complete view 1 at timepoint 3","timepoint 1 observed","200",0.17701495
"complete view 1 at timepoint 3","timepoint 1 observed","200",0.1928788
"complete view 1 at timepoint 3","timepoint 1 observed","200",0.18614408
"complete view 1 at timepoint 3","timepoint 1 observed","200",0.15259764
"complete view 1 at timepoint 3","timepoint 1 observed","200",0.21134962
"complete view 1 at timepoint 3","timepoint 1 observed","200",0.21124256
"complete view 1 at timepoint 3","timepoint 1 observed","200",0.1716759
"complete view 1 at timepoint 3","timepoint 1 observed","200",0.22636032
"complete view 1 at timepoint 3","timepoint 1 observed","200",0.24300826
"complete view 1 at timepoint 3","timepoint 1 observed","200",0.18462023
"complete view 1 at timepoint 3","timepoint 1 observed","200",0.17382973
"complete view 1 at timepoint 3","timepoint 1 observed","200",0.16031812
"complete view 1 at timepoint 3","timepoint 1 observed","200",0.15398574
"complete view 1 at timepoint 3","timepoint 1 observed","200",0.15651472
"complete view 1 at timepoint 3","timepoint 1 observed","200",0.14784788
"complete view 1 at timepoint 3","timepoint 1 observed","200",0.15786858
"complete view 1 at timepoint 3","timepoint 1 observed","200",0.123755075
"complete view 1 at timepoint 3","timepoint 1 observed","200",0.17305993
"complete view 1 at timepoint 3","timepoint 1 observed","200",0.14786051
"complete view 1 at timepoint 3","timepoint 1 observed","200",0.13641979
"complete view 1 at timepoint 3","timepoint 1 observed","200",0.14221334
"complete view 1 at timepoint 3","timepoint 1 observed","200",0.1494492
"complete view 1 at timepoint 3","timepoint 1 observed","200",0.16812158
"complete view 1 at timepoint 3","timepoint 1 observed","200",0.15926573
"complete view 1 at timepoint 3","timepoint 1 observed","200",0.1301189
"complete view 1 at timepoint 3","timepoint 1 observed","200",0.19970916
"complete view 1 at timepoint 3","timepoint 1 observed","200",0.16619252
"complete view 1 at timepoint 3","timepoint 1 observed","200",0.21197133
"complete view 1 at timepoint 3","timepoint 1 observed","200",0.22109132
"complete view 1 at timepoint 3","timepoint 1 observed","200",0.20883791
"complete view 1 at timepoint 3","timepoint 1 observed","200",0.20146321
"complete view 1 at timepoint 3","timepoint 1 observed","200",0.20945176
"complete view 1 at timepoint 3","timepoint 1 observed","200",0.22018267
"complete view 1 at timepoint 3","timepoint 1 observed","200",0.18380456
"complete view 1 at timepoint 3","timepoint 1 observed","200",0.20658806
"complete view 1 at timepoint 3","timepoint 1 observed","50",0.19682574
"complete view 1 at timepoint 3","timepoint 1 observed","50",0.25074476
"complete view 1 at timepoint 3","timepoint 1 observed","50",0.16295552
"complete view 1 at timepoint 3","timepoint 1 observed","50",0.36109713
"complete view 1 at timepoint 3","timepoint 1 observed","50",0.2907881
"complete view 1 at timepoint 3","timepoint 1 observed","50",0.1856566
"complete view 1 at timepoint 3","timepoint 1 observed","50",0.19675635
"complete view 1 at timepoint 3","timepoint 1 observed","50",0.23065758
"complete view 1 at timepoint 3","timepoint 1 observed","50",0.29555956
"complete view 1 at timepoint 3","timepoint 1 observed","50",0.23901011
"complete view 1 at timepoint 3","timepoint 1 observed","50",0.1303752
"complete view 1 at timepoint 3","timepoint 1 observed","50",0.15027002
"complete view 1 at timepoint 3","timepoint 1 observed","50",0.20052966
"complete view 1 at timepoint 3","timepoint 1 observed","50",0.31774244
"complete view 1 at timepoint 3","timepoint 1 observed","50",0.3605438
"complete view 1 at timepoint 3","timepoint 1 observed","50",0.22919472
"complete view 1 at timepoint 3","timepoint 1 observed","50",0.16466503
"complete view 1 at timepoint 3","timepoint 1 observed","50",0.15585747
"complete view 1 at timepoint 3","timepoint 1 observed","50",0.21482015
"complete view 1 at timepoint 3","timepoint 1 observed","50",0.24561702
"complete view 1 at timepoint 3","timepoint 1 observed","50",0.15177803
"complete view 1 at timepoint 3","timepoint 1 observed","50",0.12945324
"complete view 1 at timepoint 3","timepoint 1 observed","50",0.24843419
"complete view 1 at timepoint 3","timepoint 1 observed","50",0.25242454
"complete view 1 at timepoint 3","timepoint 1 observed","50",0.1491847
"complete view 1 at timepoint 3","timepoint 1 observed","50",0.158233
"complete view 1 at timepoint 3","timepoint 1 observed","50",0.17083386
"complete view 1 at timepoint 3","timepoint 1 observed","50",0.14129211
"complete view 1 at timepoint 3","timepoint 1 observed","50",0.1711234
"complete view 1 at timepoint 3","timepoint 1 observed","50",0.3411645
"complete view 1 at timepoint 3","timepoint 1 observed","50",0.17292923
"complete view 1 at timepoint 3","timepoint 1 observed","50",0.1904081
"complete view 1 at timepoint 3","timepoint 1 observed","50",0.25036126
"complete view 1 at timepoint 3","timepoint 1 observed","50",0.1723473
"complete view 1 at timepoint 3","timepoint 1 observed","50",0.18650033
"complete view 1 at timepoint 3","timepoint 1 observed","50",0.16456056
"complete view 1 at timepoint 3","timepoint 1 observed","50",0.19434772
"complete view 1 at timepoint 3","timepoint 1 observed","50",0.18761046
"complete view 1 at timepoint 3","timepoint 1 observed","50",0.22992153
"complete view 1 at timepoint 3","timepoint 1 observed","50",0.21559897
"complete view 1 at timepoint 3","timepoint 1 observed","50",0.23929264
"complete view 1 at timepoint 3","timepoint 1 observed","50",0.25152072
"complete view 1 at timepoint 3","timepoint 1 observed","50",0.21323901
"complete view 1 at timepoint 3","timepoint 1 observed","50",0.2121906
"complete view 1 at timepoint 3","timepoint 1 observed","50",0.16374263
"complete view 1 at timepoint 3","timepoint 1 observed","50",0.21584088
"complete view 1 at timepoint 3","timepoint 1 observed","50",0.21361618
"complete view 1 at timepoint 3","timepoint 1 observed","50",0.18651812
"complete view 1 at timepoint 3","timepoint 1 observed","50",0.14828475
"complete view 1 at timepoint 3","timepoint 1 observed","50",0.15204388
"complete view 1 at timepoint 3","timepoint 1 observed","50",0.12170036
"complete view 1 at timepoint 3","timepoint 1 observed","50",0.18341063
"complete view 1 at timepoint 3","timepoint 1 observed","50",0.18075687
"complete view 1 at timepoint 3","timepoint 1 observed","50",0.1616363
"complete view 1 at timepoint 3","timepoint 1 observed","50",0.15352927
"complete view 1 at timepoint 3","timepoint 1 observed","50",0.1556763
"complete view 1 at timepoint 3","timepoint 1 observed","50",0.15422735
"complete view 1 at timepoint 3","timepoint 1 observed","50",0.16307242
"complete view 1 at timepoint 3","timepoint 1 observed","50",0.16783375
"complete view 1 at timepoint 3","timepoint 1 observed","50",0.20896697
"complete view 1 at timepoint 3","timepoint 1 observed","50",0.163834
"complete view 1 at timepoint 3","timepoint 1 observed","50",0.269042
"complete view 1 at timepoint 3","timepoint 1 observed","50",0.28706405
"complete view 1 at timepoint 3","timepoint 1 observed","50",0.20210627
"complete view 1 at timepoint 3","timepoint 1 observed","50",0.23654655
"complete view 1 at timepoint 3","timepoint 1 observed","50",0.2288196
"complete view 1 at timepoint 3","timepoint 1 observed","50",0.26840863
"complete view 1 at timepoint 3","timepoint 1 observed","50",0.21960515
"complete view 1 at timepoint 3","timepoint 1 observed","50",0.25130025
"complete view 1 at timepoint 3","timepoints 1 and 2 observed","0",0.16762899
"complete view 1 at timepoint 3","timepoints 1 and 2 observed","0",0.30647025
"complete view 1 at timepoint 3","timepoints 1 and 2 observed","0",0.13572092
"complete view 1 at timepoint 3","timepoints 1 and 2 observed","0",0.2829884
"complete view 1 at timepoint 3","timepoints 1 and 2 observed","0",0.3460999
"complete view 1 at timepoint 3","timepoints 1 and 2 observed","0",0.20547344
"complete view 1 at timepoint 3","timepoints 1 and 2 observed","0",0.15725529
"complete view 1 at timepoint 3","timepoints 1 and 2 observed","0",0.18458422
"complete view 1 at timepoint 3","timepoints 1 and 2 observed","0",0.48306823
"complete view 1 at timepoint 3","timepoints 1 and 2 observed","0",0.19517739
"complete view 1 at timepoint 3","timepoints 1 and 2 observed","0",0.15170947
"complete view 1 at timepoint 3","timepoints 1 and 2 observed","0",0.14658925
"complete view 1 at timepoint 3","timepoints 1 and 2 observed","0",0.16927457
"complete view 1 at timepoint 3","timepoints 1 and 2 observed","0",0.34708974
"complete view 1 at timepoint 3","timepoints 1 and 2 observed","0",0.58134055
"complete view 1 at timepoint 3","timepoints 1 and 2 observed","0",0.18943787
"complete view 1 at timepoint 3","timepoints 1 and 2 observed","0",0.20594245
"complete view 1 at timepoint 3","timepoints 1 and 2 observed","0",0.18027359
"complete view 1 at timepoint 3","timepoints 1 and 2 observed","0",0.16792712
"complete view 1 at timepoint 3","timepoints 1 and 2 observed","0",0.17501582
"complete view 1 at timepoint 3","timepoints 1 and 2 observed","0",0.14568357
"complete view 1 at timepoint 3","timepoints 1 and 2 observed","0",0.14886087
"complete view 1 at timepoint 3","timepoints 1 and 2 observed","0",0.23765282
"complete view 1 at timepoint 3","timepoints 1 and 2 observed","0",0.17448781
"complete view 1 at timepoint 3","timepoints 1 and 2 observed","0",0.20704539
"complete view 1 at timepoint 3","timepoints 1 and 2 observed","0",0.18719295
"complete view 1 at timepoint 3","timepoints 1 and 2 observed","0",0.16528724
"complete view 1 at timepoint 3","timepoints 1 and 2 observed","0",0.14546062
"complete view 1 at timepoint 3","timepoints 1 and 2 observed","0",0.1584123
"complete view 1 at timepoint 3","timepoints 1 and 2 observed","0",0.9319531
"complete view 1 at timepoint 3","timepoints 1 and 2 observed","0",0.18872654
"complete view 1 at timepoint 3","timepoints 1 and 2 observed","0",0.1875363
"complete view 1 at timepoint 3","timepoints 1 and 2 observed","0",0.2295839
"complete view 1 at timepoint 3","timepoints 1 and 2 observed","0",0.16685352
"complete view 1 at timepoint 3","timepoints 1 and 2 observed","0",0.16913685
"complete view 1 at timepoint 3","timepoints 1 and 2 observed","0",0.32061216
"complete view 1 at timepoint 3","timepoints 1 and 2 observed","0",0.16355877
"complete view 1 at timepoint 3","timepoints 1 and 2 observed","0",0.16947809
"complete view 1 at timepoint 3","timepoints 1 and 2 observed","0",0.22015664
"complete view 1 at timepoint 3","timepoints 1 and 2 observed","0",0.22757116
"complete view 1 at timepoint 3","timepoints 1 and 2 observed","0",0.19014932
"complete view 1 at timepoint 3","timepoints 1 and 2 observed","0",0.2247755
"complete view 1 at timepoint 3","timepoints 1 and 2 observed","0",0.3812473
"complete view 1 at timepoint 3","timepoints 1 and 2 observed","0",0.17533186
"complete view 1 at timepoint 3","timepoints 1 and 2 observed","0",0.22615129
"complete view 1 at timepoint 3","timepoints 1 and 2 observed","0",0.17283192
"complete view 1 at timepoint 3","timepoints 1 and 2 observed","0",0.20789595
"complete view 1 at timepoint 3","timepoints 1 and 2 observed","0",0.1736447
"complete view 1 at timepoint 3","timepoints 1 and 2 observed","0",0.17509621
"complete view 1 at timepoint 3","timepoints 1 and 2 observed","0",0.12221075
"complete view 1 at timepoint 3","timepoints 1 and 2 observed","0",0.10757135
"complete view 1 at timepoint 3","timepoints 1 and 2 observed","0",0.23716067
"complete view 1 at timepoint 3","timepoints 1 and 2 observed","0",0.22912577
"complete view 1 at timepoint 3","timepoints 1 and 2 observed","0",0.15853378
"complete view 1 at timepoint 3","timepoints 1 and 2 observed","0",0.16629975
"complete view 1 at timepoint 3","timepoints 1 and 2 observed","0",0.1584755
"complete view 1 at timepoint 3","timepoints 1 and 2 observed","0",0.15304609
"complete view 1 at timepoint 3","timepoints 1 and 2 observed","0",0.13152494
"complete view 1 at timepoint 3","timepoints 1 and 2 observed","0",0.14640139
"complete view 1 at timepoint 3","timepoints 1 and 2 observed","0",0.17144257
"complete view 1 at timepoint 3","timepoints 1 and 2 observed","0",0.22344065
"complete view 1 at timepoint 3","timepoints 1 and 2 observed","0",0.55593926
"complete view 1 at timepoint 3","timepoints 1 and 2 observed","0",0.33800584
"complete view 1 at timepoint 3","timepoints 1 and 2 observed","0",0.29852688
"complete view 1 at timepoint 3","timepoints 1 and 2 observed","0",0.49135557
"complete view 1 at timepoint 3","timepoints 1 and 2 observed","0",0.29887193
"complete view 1 at timepoint 3","timepoints 1 and 2 observed","0",0.46972373
"complete view 1 at timepoint 3","timepoints 1 and 2 observed","0",0.30383036
"complete view 1 at timepoint 3","timepoints 1 and 2 observed","0",0.28914014
"complete view 1 at timepoint 3","timepoints 1 and 2 observed","100",0.16232125
"complete view 1 at timepoint 3","timepoints 1 and 2 observed","100",0.24923036
"complete view 1 at timepoint 3","timepoints 1 and 2 observed","100",0.14095198
"complete view 1 at timepoint 3","timepoints 1 and 2 observed","100",0.3425041
"complete view 1 at timepoint 3","timepoints 1 and 2 observed","100",0.29774642
"complete view 1 at timepoint 3","timepoints 1 and 2 observed","100",0.1626594
"complete view 1 at timepoint 3","timepoints 1 and 2 observed","100",0.172779
"complete view 1 at timepoint 3","timepoints 1 and 2 observed","100",0.18060975
"complete view 1 at timepoint 3","timepoints 1 and 2 observed","100",0.2424015
"complete view 1 at timepoint 3","timepoints 1 and 2 observed","100",0.20710772
"complete view 1 at timepoint 3","timepoints 1 and 2 observed","100",0.13176939
"complete view 1 at timepoint 3","timepoints 1 and 2 observed","100",0.13862924
"complete view 1 at timepoint 3","timepoints 1 and 2 observed","100",0.16048951
"complete view 1 at timepoint 3","timepoints 1 and 2 observed","100",0.30206454
"complete view 1 at timepoint 3","timepoints 1 and 2 observed","100",0.3073158
"complete view 1 at timepoint 3","timepoints 1 and 2 observed","100",0.17571834
"complete view 1 at timepoint 3","timepoints 1 and 2 observed","100",0.17721637
"complete view 1 at timepoint 3","timepoints 1 and 2 observed","100",0.15372656
"complete view 1 at timepoint 3","timepoints 1 and 2 observed","100",0.1678854
"complete view 1 at timepoint 3","timepoints 1 and 2 observed","100",0.19604224
"complete view 1 at timepoint 3","timepoints 1 and 2 observed","100",0.13790523
"complete view 1 at timepoint 3","timepoints 1 and 2 observed","100",0.11859021
"complete view 1 at timepoint 3","timepoints 1 and 2 observed","100",0.2585944
"complete view 1 at timepoint 3","timepoints 1 and 2 observed","100",0.18814227
"complete view 1 at timepoint 3","timepoints 1 and 2 observed","100",0.15966202
"complete view 1 at timepoint 3","timepoints 1 and 2 observed","100",0.16558744
"complete view 1 at timepoint 3","timepoints 1 and 2 observed","100",0.1727587
"complete view 1 at timepoint 3","timepoints 1 and 2 observed","100",0.14866373
"complete view 1 at timepoint 3","timepoints 1 and 2 observed","100",0.18442377
"complete view 1 at timepoint 3","timepoints 1 and 2 observed","100",0.34521344
"complete view 1 at timepoint 3","timepoints 1 and 2 observed","100",0.1968773
"complete view 1 at timepoint 3","timepoints 1 and 2 observed","100",0.19628403
"complete view 1 at timepoint 3","timepoints 1 and 2 observed","100",0.19089909
"complete view 1 at timepoint 3","timepoints 1 and 2 observed","100",0.15818323
"complete view 1 at timepoint 3","timepoints 1 and 2 observed","100",0.18521617
"complete view 1 at timepoint 3","timepoints 1 and 2 observed","100",0.19733666
"complete view 1 at timepoint 3","timepoints 1 and 2 observed","100",0.15117283
"complete view 1 at timepoint 3","timepoints 1 and 2 observed","100",0.144269
"complete view 1 at timepoint 3","timepoints 1 and 2 observed","100",0.19108993
"complete view 1 at timepoint 3","timepoints 1 and 2 observed","100",0.21380661
"complete view 1 at timepoint 3","timepoints 1 and 2 observed","100",0.16902941
"complete view 1 at timepoint 3","timepoints 1 and 2 observed","100",0.2231346
"complete view 1 at timepoint 3","timepoints 1 and 2 observed","100",0.21673666
"complete view 1 at timepoint 3","timepoints 1 and 2 observed","100",0.17136396
"complete view 1 at timepoint 3","timepoints 1 and 2 observed","100",0.1627874
"complete view 1 at timepoint 3","timepoints 1 and 2 observed","100",0.16042835
"complete view 1 at timepoint 3","timepoints 1 and 2 observed","100",0.13163163
"complete view 1 at timepoint 3","timepoints 1 and 2 observed","100",0.15537578
"complete view 1 at timepoint 3","timepoints 1 and 2 observed","100",0.15370813
"complete view 1 at timepoint 3","timepoints 1 and 2 observed","100",0.10078896
"complete view 1 at timepoint 3","timepoints 1 and 2 observed","100",0.12540911
"complete view 1 at timepoint 3","timepoints 1 and 2 observed","100",0.16189764
"complete view 1 at timepoint 3","timepoints 1 and 2 observed","100",0.14882338
"complete view 1 at timepoint 3","timepoints 1 and 2 observed","100",0.15287724
"complete view 1 at timepoint 3","timepoints 1 and 2 observed","100",0.13157384
"complete view 1 at timepoint 3","timepoints 1 and 2 observed","100",0.13785586
"complete view 1 at timepoint 3","timepoints 1 and 2 observed","100",0.1446768
"complete view 1 at timepoint 3","timepoints 1 and 2 observed","100",0.14996102
"complete view 1 at timepoint 3","timepoints 1 and 2 observed","100",0.13789661
"complete view 1 at timepoint 3","timepoints 1 and 2 observed","100",0.17379959
"complete view 1 at timepoint 3","timepoints 1 and 2 observed","100",0.18242039
"complete view 1 at timepoint 3","timepoints 1 and 2 observed","100",0.26407212
"complete view 1 at timepoint 3","timepoints 1 and 2 observed","100",0.2587442
"complete view 1 at timepoint 3","timepoints 1 and 2 observed","100",0.22733282
"complete view 1 at timepoint 3","timepoints 1 and 2 observed","100",0.25635955
"complete view 1 at timepoint 3","timepoints 1 and 2 observed","100",0.21531688
"complete view 1 at timepoint 3","timepoints 1 and 2 observed","100",0.25027218
"complete view 1 at timepoint 3","timepoints 1 and 2 observed","100",0.22133668
"complete view 1 at timepoint 3","timepoints 1 and 2 observed","100",0.20706756
"complete view 1 at timepoint 3","timepoints 1 and 2 observed","200",0.17631304
"complete view 1 at timepoint 3","timepoints 1 and 2 observed","200",0.22081503
"complete view 1 at timepoint 3","timepoints 1 and 2 observed","200",0.13992254
"complete view 1 at timepoint 3","timepoints 1 and 2 observed","200",0.29066777
"complete view 1 at timepoint 3","timepoints 1 and 2 observed","200",0.31068933
"complete view 1 at timepoint 3","timepoints 1 and 2 observed","200",0.15759127
"complete view 1 at timepoint 3","timepoints 1 and 2 observed","200",0.172563
"complete view 1 at timepoint 3","timepoints 1 and 2 observed","200",0.19212475
"complete view 1 at timepoint 3","timepoints 1 and 2 observed","200",0.23793882
"complete view 1 at timepoint 3","timepoints 1 and 2 observed","200",0.19385606
"complete view 1 at timepoint 3","timepoints 1 and 2 observed","200",0.121616654
"complete view 1 at timepoint 3","timepoints 1 and 2 observed","200",0.118882775
"complete view 1 at timepoint 3","timepoints 1 and 2 observed","200",0.1489446
"complete view 1 at timepoint 3","timepoints 1 and 2 observed","200",0.3152134
"complete view 1 at timepoint 3","timepoints 1 and 2 observed","200",0.31307364
"complete view 1 at timepoint 3","timepoints 1 and 2 observed","200",0.21295865
"complete view 1 at timepoint 3","timepoints 1 and 2 observed","200",0.17157142
"complete view 1 at timepoint 3","timepoints 1 and 2 observed","200",0.15864201
"complete view 1 at timepoint 3","timepoints 1 and 2 observed","200",0.15288593
"complete view 1 at timepoint 3","timepoints 1 and 2 observed","200",0.20546961
"complete view 1 at timepoint 3","timepoints 1 and 2 observed","200",0.20397624
"complete view 1 at timepoint 3","timepoints 1 and 2 observed","200",0.13240667
"complete view 1 at timepoint 3","timepoints 1 and 2 observed","200",0.23761101
"complete view 1 at timepoint 3","timepoints 1 and 2 observed","200",0.17625825
"complete view 1 at timepoint 3","timepoints 1 and 2 observed","200",0.19734195
"complete view 1 at timepoint 3","timepoints 1 and 2 observed","200",0.1760218
"complete view 1 at timepoint 3","timepoints 1 and 2 observed","200",0.20416735
"complete view 1 at timepoint 3","timepoints 1 and 2 observed","200",0.12316279
"complete view 1 at timepoint 3","timepoints 1 and 2 observed","200",0.16246204
"complete view 1 at timepoint 3","timepoints 1 and 2 observed","200",0.3491213
"complete view 1 at timepoint 3","timepoints 1 and 2 observed","200",0.1830494
"complete view 1 at timepoint 3","timepoints 1 and 2 observed","200",0.18805751
"complete view 1 at timepoint 3","timepoints 1 and 2 observed","200",0.20229027
"complete view 1 at timepoint 3","timepoints 1 and 2 observed","200",0.1558061
"complete view 1 at timepoint 3","timepoints 1 and 2 observed","200",0.19353175
"complete view 1 at timepoint 3","timepoints 1 and 2 observed","200",0.18067503
"complete view 1 at timepoint 3","timepoints 1 and 2 observed","200",0.14856805
"complete view 1 at timepoint 3","timepoints 1 and 2 observed","200",0.13746443
"complete view 1 at timepoint 3","timepoints 1 and 2 observed","200",0.18474364
"complete view 1 at timepoint 3","timepoints 1 and 2 observed","200",0.1928951
"complete view 1 at timepoint 3","timepoints 1 and 2 observed","200",0.17874855
"complete view 1 at timepoint 3","timepoints 1 and 2 observed","200",0.2153537
"complete view 1 at timepoint 3","timepoints 1 and 2 observed","200",0.18878596
"complete view 1 at timepoint 3","timepoints 1 and 2 observed","200",0.14678006
"complete view 1 at timepoint 3","timepoints 1 and 2 observed","200",0.17485675
"complete view 1 at timepoint 3","timepoints 1 and 2 observed","200",0.14579016
"complete view 1 at timepoint 3","timepoints 1 and 2 observed","200",0.15119815
"complete view 1 at timepoint 3","timepoints 1 and 2 observed","200",0.15507783
"complete view 1 at timepoint 3","timepoints 1 and 2 observed","200",0.145266
"complete view 1 at timepoint 3","timepoints 1 and 2 observed","200",0.115314245
"complete view 1 at timepoint 3","timepoints 1 and 2 observed","200",0.10723279
"complete view 1 at timepoint 3","timepoints 1 and 2 observed","200",0.17846547
"complete view 1 at timepoint 3","timepoints 1 and 2 observed","200",0.17225416
"complete view 1 at timepoint 3","timepoints 1 and 2 observed","200",0.1504603
"complete view 1 at timepoint 3","timepoints 1 and 2 observed","200",0.13650498
"complete view 1 at timepoint 3","timepoints 1 and 2 observed","200",0.15750569
"complete view 1 at timepoint 3","timepoints 1 and 2 observed","200",0.11964182
"complete view 1 at timepoint 3","timepoints 1 and 2 observed","200",0.11139529
"complete view 1 at timepoint 3","timepoints 1 and 2 observed","200",0.14125283
"complete view 1 at timepoint 3","timepoints 1 and 2 observed","200",0.16735023
"complete view 1 at timepoint 3","timepoints 1 and 2 observed","200",0.16606006
"complete view 1 at timepoint 3","timepoints 1 and 2 observed","200",0.24295758
"complete view 1 at timepoint 3","timepoints 1 and 2 observed","200",0.22373854
"complete view 1 at timepoint 3","timepoints 1 and 2 observed","200",0.16225247
"complete view 1 at timepoint 3","timepoints 1 and 2 observed","200",0.2695962
"complete view 1 at timepoint 3","timepoints 1 and 2 observed","200",0.21930839
"complete view 1 at timepoint 3","timepoints 1 and 2 observed","200",0.25715187
"complete view 1 at timepoint 3","timepoints 1 and 2 observed","200",0.19850141
"complete view 1 at timepoint 3","timepoints 1 and 2 observed","200",0.18716638
"complete view 1 at timepoint 3","timepoints 1 and 2 observed","50",0.17300366
"complete view 1 at timepoint 3","timepoints 1 and 2 observed","50",0.23115626
"complete view 1 at timepoint 3","timepoints 1 and 2 observed","50",0.14697826
"complete view 1 at timepoint 3","timepoints 1 and 2 observed","50",0.4008771
"complete view 1 at timepoint 3","timepoints 1 and 2 observed","50",0.3035672
"complete view 1 at timepoint 3","timepoints 1 and 2 observed","50",0.17128405
"complete view 1 at timepoint 3","timepoints 1 and 2 observed","50",0.15311636
"complete view 1 at timepoint 3","timepoints 1 and 2 observed","50",0.21348579
"complete view 1 at timepoint 3","timepoints 1 and 2 observed","50",0.2864511
"complete view 1 at timepoint 3","timepoints 1 and 2 observed","50",0.23085366
"complete view 1 at timepoint 3","timepoints 1 and 2 observed","50",0.14198151
"complete view 1 at timepoint 3","timepoints 1 and 2 observed","50",0.124449156
"complete view 1 at timepoint 3","timepoints 1 and 2 observed","50",0.1702101
"complete view 1 at timepoint 3","timepoints 1 and 2 observed","50",0.32521784
"complete view 1 at timepoint 3","timepoints 1 and 2 observed","50",0.32071516
"complete view 1 at timepoint 3","timepoints 1 and 2 observed","50",0.16787925
"complete view 1 at timepoint 3","timepoints 1 and 2 observed","50",0.15862225
"complete view 1 at timepoint 3","timepoints 1 and 2 observed","50",0.17539366
"complete view 1 at timepoint 3","timepoints 1 and 2 observed","50",0.20156056
"complete view 1 at timepoint 3","timepoints 1 and 2 observed","50",0.22325289
"complete view 1 at timepoint 3","timepoints 1 and 2 observed","50",0.17916697
"complete view 1 at timepoint 3","timepoints 1 and 2 observed","50",0.1297025
"complete view 1 at timepoint 3","timepoints 1 and 2 observed","50",0.2606768
"complete view 1 at timepoint 3","timepoints 1 and 2 observed","50",0.20275636
"complete view 1 at timepoint 3","timepoints 1 and 2 observed","50",0.1775974
"complete view 1 at timepoint 3","timepoints 1 and 2 observed","50",0.16779588
"complete view 1 at timepoint 3","timepoints 1 and 2 observed","50",0.16509731
"complete view 1 at timepoint 3","timepoints 1 and 2 observed","50",0.13269454
"complete view 1 at timepoint 3","timepoints 1 and 2 observed","50",0.18503453
"complete view 1 at timepoint 3","timepoints 1 and 2 observed","50",0.3233217
"complete view 1 at timepoint 3","timepoints 1 and 2 observed","50",0.2005225
"complete view 1 at timepoint 3","timepoints 1 and 2 observed","50",0.19744514
"complete view 1 at timepoint 3","timepoints 1 and 2 observed","50",0.19359306
"complete view 1 at timepoint 3","timepoints 1 and 2 observed","50",0.14763449
