"label","zz_nr","OID20424","OID20429","OID20436","OID20437","OID20438","OID20442","OID20459","OID20460","OID20462","OID20464","OID20473","OID20475","OID20477","OID20480","OID20481","OID20482","OID20483","OID20485","OID20486","OID20487","OID20490","OID20495","OID20497","OID20500","OID20501","OID20504","OID20505","OID20506","OID20507","OID20508","OID20510","OID20511","OID20513","OID20514","OID20515","OID20519","OID20520","OID20521","OID20523","OID20524","OID20525","OID20526","OID20527","OID20528","OID20529","OID20530","OID20531","OID20532","OID20533","OID20534","OID20535","OID20536","OID20537","OID20538","OID20540","OID20541","OID20542","OID20543","OID20544","OID20545","OID20547","OID20548","OID20551","OID20552","OID20553","OID20554","OID20556","OID20557","OID20558","OID20559","OID20560","OID20561","OID20562","OID20563","OID20564","OID20565","OID20566","OID20567","OID20568","OID20569","OID20570","OID20571","OID20572","OID20573","OID20574","OID20575","OID20576","OID20577","OID20578","OID20579","OID20580","OID20581","OID20582","OID20583","OID20584","OID20585","OID20586","OID20587","OID20588","OID20589","OID20590","OID20591","OID20593","OID20594","OID20595","OID20596","OID20597","OID20598","OID20599","OID20600","OID20601","OID20602","OID20603","OID20604","OID20605","OID20606","OID20607","OID20608","OID20609","OID20610","OID20611","OID20612","OID20613","OID20614","OID20615","OID20616","OID20617","OID20619","OID20620","OID20621","OID20622","OID20623","OID20624","OID20625","OID20626","OID20627","OID20628","OID20629","OID20630","OID20631","OID20632","OID20633","OID20635","OID20636","OID20637","OID20638","OID20639","OID20640","OID20641","OID20642","OID20643","OID20644","OID20645","OID20646","OID20647","OID20648","OID20649","OID20650","OID20651","OID20652","OID20653","OID20654","OID20655","OID20656","OID20657","OID20658","OID20660","OID20661","OID20662","OID20663","OID20664","OID20665","OID20666","OID20668","OID20669","OID20670","OID20671","OID20672","OID20673","OID20674","OID20675","OID20676","OID20677","OID20678","OID20679","OID20680","OID20681","OID20682","OID20683","OID20684","OID20685","OID20686","OID20687","OID20688","OID20689","OID20690","OID20691","OID20692","OID20693","OID20694","OID20695","OID20696","OID20697","OID20698","OID20699","OID20700","OID20701","OID20702","OID20703","OID20704","OID20705","OID20706","OID20707","OID20708","OID20709","OID20710","OID20711","OID20712","OID20713","OID20714","OID20715","OID20716","OID20717","OID20718","OID20719","OID20720","OID20721","OID20722","OID20723","OID20724","OID20725","OID20726","OID20727","OID20728","OID20729","OID20730","OID20731","OID20732","OID20733","OID20734","OID20735","OID20736","OID20737","OID20738","OID20739","OID20740","OID20741","OID20742","OID20743","OID20744","OID20745","OID20746","OID20747","OID20748","OID20749","OID20750","OID20751","OID20752","OID20753","OID20754","OID20755","OID20756","OID20757","OID20758","OID20759","OID20760","OID20761","OID20762","OID20763","OID20764","OID20765","OID20766","OID20767","OID20768","OID20769","OID20770","OID20771","OID20772","OID20773","OID20774","OID20775","OID20776","OID20777","OID20778","OID20779","OID20780","OID20781","OID20782","OID20783","OID20784","OID20785","OID20786","OID20787","OID20788","OID20789"
"D3","5",0.6064,3.9025,3.6997,1.6756,1.8637,1.1623,1.0651,0.2671,2.8135,1.1856,1.7504,2.0303,1.2128,0.2174,1.7256,1.8257,-0.62,0.9758,0.3568,2.6921,0.7733,4.7521,1.0774,1.9619,0.1995,1.795,0.8659,1.5261,0.9468,0.7647,2.1006,1.8899,1.1012,0.5532,1.3646,1.2238,1.3872,0.3734,5.4641,1.293,0.4086,0.6897,0.455,0.7811,3.3261,3.3988,0.4539,0.5537,4.0779,1.43,1.7451,2.5263,3.0874,2.8211,2.3219,3.2856,1.198,2.3478,3.3888,0.9314,1.6253,4.1778,2.0945,1.6215,1.6646,1.253,0.5458,1.5731,1.5745,1.2395,4.1303,0.2303,3.5522,5.2057,1.8956,2.5061,0.6391,2.972,0.8156,2.192,5.5001,1.2448,1.9002,2.4762,6.0508,1.6501,2.1357,1.6626,3.0244,1.3816,1.6217,1.7492,0.5693,0.6238,0.9749,1.7736,2.0852,3.3696,2.318,3.5472,4.153,2.0915,2.4788,3.0395,4.8879,2.7477,1.0594,2,4.0047,3.0508,5.831,1.7511,2.6392,7.0581,4.562,4.5812,3.8696,1.2794,3.7747,3.0172,6.263,3.0745,4.4074,5.0779,3.6928,3.2916,5.0375,1.3941,4.8929,3.3064,5.0001,5.647,5.6685,3.188,4.3295,3.3381,3.1126,5.3854,3.5632,4.4896,4.2731,2.9825,4.4958,0.8502,5.9488,5.5411,2.6039,3.4892,3.1118,4.1532,3.0296,1.4046,5.1654,4.8143,3.3173,3.1435,3.4682,7.5751,3.3472,6.5439,3.5045,6.1965,6.6217,7.8671,4.4919,3.466,3.1122,4.6745,6.0196,4.3717,4.6897,4.8633,4.7491,5.5754,6.2388,4.5046,5.0298,11.1349,6.1219,5.7485,3.3579,3.4291,2.3913,0.7557,2.4881,4.7665,2.0668,6.6964,0.6999,1.6366,2.2715,2.4165,3.7643,2.1181,3.1931,4.4999,2.4166,4.4256,4.5929,5.2832,4.5835,2.6692,7.7938,1.9773,1.5587,2.3162,3.8685,5.3437,3.2157,6.1689,4.8825,3.4201,0.6835,2.0137,3.7714,5.036,2.1277,5.0094,2.6447,6.1322,3.0092,4.9415,2.2305,1.7643,4.5008,1.9442,6.8812,2.5177,6.6615,5.4152,3.9621,3.6774,2.5554,4.7695,0.8963,3.7282,5.2723,5.5626,3.9944,4.1008,6.2504,2.2005,3.8884,4.0689,5.7321,3.9642,5.2688,3.4828,3.9598,4.8935,4.9261,4.5889,4.5699,5.5063,5.445,6.7186,3.533,4.0953,3.3512,3.5746,5.5503,5.5175,5.4083,6.3987,3.639,0.8971,1.7946,1.4718,3.6249,5.8131,5.1646,5.2846,6.0539,6.6679,4.1247,5.6435,3.7386,4.5115,6.9282,3.4736,6.2952,5.2904,4.8387,5.6502,2.02,6.0636,7.8842,3.3825,5.5257,6.3622,5.7633,4.5057,3.6607,3.4781,3.8639
"D3","9",1.8432,3.978,2.7274,1.0166,1.4341,0.6627,1.2699,0.9265,1.0692,1.4649,2.2117,2.4214,4.0422,0.275,1.5834,1.4319,0.2034,1.8533,0.9655,1.5041,1.4408,3.35,1.7815,1.2452,1.1909,1.6772,1.4856,2.7966,2.402,0.7396,2.0934,3.6335,1.6283,0.5579,2.3435,2.2287,1.095,0.3077,4.2455,1.8289,1.2198,1.8008,-0.1649,0.3731,2.8351,2.4221,0.8436,0.9579,3.9601,0.9203,1.0693,2.2391,4.3226,3.3173,3.3253,2.8001,1.7071,3.8802,4.3628,1.8254,-0.0648,1.9591,2.4401,1.9686,2.2742,2.2468,0.7835,1.4196,2.4429,3.2126,3.4888,1.1454,3.011,4.1925,2.6477,2.8734,2.0786,2.3066,2.1311,2.0297,5.1352,1.9824,2.2941,2.0484,4.4521,1.9132,3.2029,2.5217,2.5486,2.6505,1.3149,1.5989,1.4799,0.8716,0.8446,2.7804,2.6037,2.6717,1.6109,3.5204,4.5757,1.7146,3.0162,4.7273,4.112,1.9576,2.382,1.913,3.2601,3.6405,4.1607,1.0118,2.8677,7.047,3.6345,3.8884,3.9934,1.0946,3.3949,4.4743,6.5987,3.3786,5.8089,5.1309,4.2703,3.8403,5.6826,0.8966,4.7884,3.6209,5.0587,5.5032,5.8095,3.8839,5.3532,4.7576,3.057,5.628,2.5411,5.9686,5.4873,3.3195,5.8942,3.4466,4.4527,6.2734,2.8175,4.093,3.8555,4.71,5.1867,2.6572,5.8914,6.1171,5.5601,3.6787,3.3151,7.5956,4.3252,5.4945,5.7391,6.3892,6.7751,7.8467,5.7087,4.2989,2.7352,3.7026,5.8938,4.1611,6.002,5.5913,5.2734,6.7277,5.7549,4.9667,3.9973,11.5161,7.1521,7.162,5.8226,2.8377,4.2901,1.4197,3.9537,5.8704,2.9884,7.1271,1.0633,2.7423,2.1907,3.0622,4.8652,2.7537,2.3376,4.3696,3.7838,4.2597,5.1322,6.3472,5.114,3.5396,6.9987,2.3651,0.9924,2.7809,4.1152,5.5268,5.8281,4.3629,4.4798,2.9031,1.864,2.6294,4.4286,5.258,3.6423,4.2066,3.8398,4.9951,3.1198,5.0992,2.245,2.0018,4.2259,2.7629,6.4064,2.8308,6.1171,6.8528,3.9387,3.7373,3.4862,5.2766,2.1527,4.7156,6.6865,6.6588,4.2085,3.5847,6.5035,1.4669,6.0883,5.7621,6.5618,3.9266,5.3576,4.2246,3.1219,4.49,4.1345,4.497,4.145,5.6228,4.7171,5.0887,5.8891,3.8968,5.1861,2.5807,4.7212,5.1691,5.7089,8.0607,4.7028,2.544,2.9814,2.8488,4.456,6.7115,4.6077,6.4919,5.0697,7.8102,4.1481,6.0675,5.3089,7.4203,5.613,3.6251,6.0533,6.2958,4.3473,6.6152,4.1993,5.9004,8.7859,4.6635,7.2667,7.2597,6.2115,4.8846,4.9738,4.1751,3.4419
"D3","13",1.4613,3.2399,3.1007,1.7311,1.5453,0.1489,1.3649,0.7915,2.1767,0.8789,2.0842,1.8226,2.1728,1.2778,1.4338,2.0865,-0.3821,0.7635,0.575,2.915,1.3682,5.412,1.504,1.0563,0.8325,1.9625,0.6066,1.7225,1.0005,0.4927,1.0297,3.4066,1.0609,0.2369,1.9957,1.4042,0.1597,-0.0459,3.6278,0.9931,0.6582,0.9436,-0.5543,0.7558,3.2342,2.4033,0.3351,0.7351,3.204,0.4536,-0.0154,1.617,3.3851,3.5747,2.884,3.207,1.1981,1.054,3.1024,1.7328,1.707,4.6788,1.5554,1.8966,1.6031,1.0301,0.4512,0.07,1.5436,1.0479,3.4131,1.2564,3.0775,3.979,1.4289,2.0292,1.3805,1.2914,1.4921,1.8964,4.7798,1.7046,0.7912,1.6055,3.701,1.5048,2.887,1.3375,3.1708,1.1102,2.0414,1.7969,0.2955,-0.0293,1.2429,2.5488,2.6332,1.8942,1.287,2.2842,4.6701,2.0753,2.8085,3.4539,4.5987,1.9064,2.0324,1.2051,3.6884,2.9833,3.9363,1.9877,2.88,6.2526,2.9205,4.2626,4.109,0.8925,3.3099,2.5448,6.7052,3.9029,5.4405,5.1246,3.1964,2.9466,5.4528,0.893,3.6734,2.8365,4.6436,4.5762,5.4752,2.1046,4.4897,3.2039,3.1554,5.947,2.2922,4.7272,5.2243,2.2287,5.2426,2.087,5.9345,5.6063,3.4049,2.7347,1.8596,5.3863,3.8823,0.8824,4.8358,5.8584,4.6423,2.5624,3.5327,6.7324,4.0258,5.4028,3.9342,7.1254,5.2695,6.9403,5.0239,3.9223,2.9474,4.0686,5.3577,3.8481,5.1214,4.8863,5.3762,6.2275,5.1427,4.7244,3.0618,9.2691,6.2698,5.8288,4.0102,3.0198,3.4253,1.1064,1.9878,5.6117,1.5615,4.3729,0.0334,0.8907,1.345,2.7673,4.8576,2.6694,4.3201,4.2272,2.9173,4.6519,4.7523,4.4218,2.9827,3.108,7.4436,1.6876,1.0345,1.7508,3.3338,5.2905,3.757,3.4703,4.7904,2.8593,0.1958,1.8215,3.9273,3.4443,3.415,4.1104,3.303,4.604,1.1908,5.3035,1.5573,0.7349,4.3262,2.2293,7.2953,2.5535,5.5123,5.9371,3.3269,3.7844,2.2694,4.6675,1.3683,4.1639,6.4379,5.0138,3.9614,3.8994,5.4515,0.8706,5.009,5.1592,6.7455,3.2136,5.1356,2.6733,3.1713,2.2559,3.556,4.6357,4.3034,6.8305,3.5047,5.5468,4.3815,3.911,4.6673,3.7335,5.1954,4.2822,5.5597,6.5632,3.7951,1.1766,1.8715,2.6205,4.1937,6.1984,4.9468,5.5251,5.0361,6.8633,4.0054,5.2043,4.7158,3.7835,5.5923,3.2546,6.1998,6.4344,4.4611,7.173,2.7985,5.7806,8.1821,3.665,6.3422,7.227,4.9914,4.2606,4.7862,3.8647,3.5903
"D3","15",0.6617,3.3089,3.7396,1.5233,2.0757,0.2982,1.3941,1.0621,1.5427,1.6242,1.1424,4.516,2.6496,0.8755,1.8801,0.6576,2.0902,3.1243,-0.1437,3.1433,2.6534,-2.2393,1.7623,0.5941,0.3246,1.8554,3.0418,3.2096,3.4313,0.89,2.9915,4.55,1.5284,0.7794,3.4439,4.8865,0.6901,1.1568,2.5519,4.2697,1.0777,3.7814,0.3244,0.8386,2.5762,2.8678,1.684,0.6323,1.471,1.7913,1.5547,3.0259,3.4091,3.2022,2.9768,1.6212,1.4449,2.303,6.6252,3.2393,1.2231,3.4905,5.3437,3.3351,3.9304,4.4987,1.1486,1.8142,4.3247,5.9285,3.5815,1.5511,3.1146,2.9083,2.2576,2.0696,1.2322,2.6175,1.7017,4.6664,6.9462,2.0094,3.0643,2.0265,4.5457,1.811,2.8657,4.4165,2.5195,4.6562,1.9455,0.4938,3.537,2.5669,0.6585,4.2955,1.8468,2.8602,4.0335,4.7049,5.0962,2.0846,3.705,6.9963,3.7731,2.4587,4.4642,1.6172,2.1049,3.3135,3.8564,0.9627,2.9979,3.9051,3.4568,3.8313,4.3921,1.1776,4.0883,3.7309,6.867,2.8552,6.5629,5.4537,6.3011,6.3757,5.4444,0.8288,5.4278,3.8215,5.678,6.7521,7.975,5.9305,5.4036,6.3974,3.4144,6.0029,3.0957,5.1086,5.8436,2.7739,5.1228,3.2384,4.1413,6.3414,3.3147,6.5151,3.5653,4.2061,7.5726,4.095,5.0084,6.3929,4.3916,4.654,3.8157,7.5526,4.0725,6.0174,4.7077,5.5755,6.1272,11.4716,5.0532,3.1584,3.5982,3.2494,6.1103,3.4697,6.3747,4.4062,3.17,6.5445,5.2616,5.1171,4.5827,12.2722,7.1007,4.6795,4.3855,2.2601,4.6401,1.4867,2.6639,5.4949,4.8415,5.3975,2.9426,4.5403,4.1877,4.8926,4.7262,2.5781,2.944,3.2442,4.0873,3.4125,5.5856,5.2886,4.2338,3.1218,3.7969,4.3712,0.9176,0.2486,3.6951,4.7964,5.2542,4.807,4.4873,2.9621,4.2228,1.548,4.7679,4.831,6.2626,4.1037,3.5797,5.5119,2.6448,4.7975,4.8301,2.7556,4.0681,2.9312,6.2968,3.4432,5.0871,8.3567,3.7676,3.4175,3.3432,4.9045,4.9089,5.3446,5.9107,7.996,4.5264,3.9391,6.5062,1.7577,5.4944,5.2473,6.1837,4.9501,6.5198,6.2812,2.9488,3.8131,5.5099,4.4383,4.6103,6.3541,3.8323,5.1525,6.5126,3.2509,5.5991,3.9685,3.8504,5.8034,6.0728,9.074,6.6285,4.9633,5.1063,2.8465,5.2821,6.6486,4.6222,5.4488,6.0197,7.6231,4.6676,5.5712,5.1117,5.374,5.3533,4.3596,5.375,5.5249,3.718,6.6829,6.3514,5.8678,8.0696,5.261,6.9913,6.0446,5.4737,4.6323,5.9003,7.2144,3.9259
"D3","18",0.8201,2.6609,3.4469,1.5194,1.3455,0.6162,1.4632,-0.0361,2.2617,1.9626,0.9741,1.8812,3.0884,0.5202,0.5442,0.5377,-0.2386,1.3946,-0.182,2.1352,0.4044,2.6483,1.1887,1.9396,0.6693,1.4216,0.7641,2.7298,1.567,0.3653,1.773,0.6364,0.8474,0.2023,1.903,1.9385,0.5579,0.3326,4.0348,1.7494,0.7047,1.3569,0.1309,0.7518,3.0027,2.3177,0.4328,0.61,3.9052,1.9686,0.3141,2.4941,2.9168,2.5435,2.3725,0.9453,1.1982,2.2012,3.6388,1.1863,1.4951,0.3854,1.7974,1.8617,1.9029,1.5077,0.6357,1.1807,1.9005,3.526,3.453,0.9309,3.0632,4.6937,2.1237,2.0914,0.6157,2.8605,1.5336,1.5156,5.0405,1.1308,1.8481,1.5333,4.0168,1.6959,2.5253,1.8656,2.6328,1.9124,1.5223,0.9002,0.7695,0.8593,0.7822,2.2582,2.5341,3.2573,1.7913,2.7659,4.6761,1.0801,2.6816,4.4728,4.145,1.5705,1.5326,1.3699,2.9198,2.1233,3.205,0.8186,2.508,6.9053,2.6979,4.1113,3.5543,1.221,2.6873,2.8566,7.3291,2.8523,5.8022,4.6998,3.7524,3.2244,4.6581,0.8851,4.5127,3.0907,3.8903,5.0862,5.5247,2.9174,4.1485,3.7052,2.6232,5.0966,3.5583,7.2842,4.7011,2.0505,4.3541,1.1329,6.1414,4.5178,2.5123,4.055,3.2437,2.5537,4.0632,1.3318,5.0279,4.8577,3.8288,2.8761,3.6702,6.9517,2.691,6.0876,3.8403,5.6494,7.2258,6.796,4.6756,3.298,3.1421,3.6836,5.2632,4.2341,5.1057,4.9617,4.5515,6.2098,5.9153,4.7067,3.7825,9.19,5.8472,4.781,3.853,3.1921,2.7549,0.7361,1.8729,4.452,2.6088,6.9101,0.9521,2.9516,2.1077,3.489,3.4421,2.067,3.4908,3.8049,2.3752,4.049,5.1442,3.8362,3.5885,2.3225,6.3589,2.3202,0.7299,1.2782,3.2368,5.5268,3.9245,4.1221,4.6955,3.0191,1.4441,2.7182,3.6808,5.0728,3.9415,4.4323,2.5578,5.1366,0.8239,4.7434,1.898,1.5706,4.391,2.0933,7.1845,2.0602,4.8791,6.0612,2.9578,3.7101,4.0014,4.6404,1.6376,3.3119,5.2992,5.5454,3.1923,4.1636,5.4258,1.7131,7.6741,4.1752,4.8732,4.1469,6.3439,3.3821,3.2595,5.1388,4.5679,4.0334,4.6399,4.016,5.0261,5.9219,4.0986,3.8854,4.3316,3.602,4.2532,5.1466,5.4961,5.7553,2.8243,1.4344,2.9085,3.1245,4.1423,5.4172,5.6521,4.7558,4.6673,6.2833,4.1961,4.0502,3.9749,5.3011,6.9981,3.2042,6.4206,4.8288,4.7879,4.8709,3.732,5.5444,7.4249,2.7973,5.4733,5.4988,4.9946,5.1283,4.0082,4.3075,3.7745
"D3","20",0.8063,3.7116,4.1327,1.6403,1.8887,0.7943,1.8896,0.5485,1.7333,1.9565,2.0328,1.6663,1.8836,0.5339,1.3,1.5709,-0.729,2.0854,0.8451,2.9236,0.7576,8.3506,1.4591,1.5006,0.886,1.9038,1.1488,2.1615,1.4815,1.2301,1.4775,3.4075,1.0371,0.2314,0.5443,0.9793,1.1628,0.2569,4.9944,1.128,0.1987,0.5349,-0.1113,0.5261,3.1277,2.9481,0.4223,0.7256,4.2894,1.0859,0.3751,2.3713,3.5783,2.7484,2.5635,2.7839,1.8616,3.0698,2.6407,0.9302,1.4102,1.8863,1.647,1.6635,2.7974,0.556,-0.3779,1.2701,1.1263,1.1921,3.7356,0.9326,4.3229,4.9356,1.6582,2.1448,1.291,2.716,1.2384,1.7521,5.7777,1.7174,1.8872,1.841,5.1354,0.966,2.9869,2.1352,3.7242,0.5395,1.6662,1.2418,0.237,0.6017,0.9408,2.8581,2.5365,3.929,1.7828,2.717,5.5198,1.7736,-0.3457,2.1877,4.1305,2.4282,1.4068,1.9868,3.5157,2.7244,4.7536,1.4603,2.6747,6.6502,2.7952,4.5704,3.8126,1.0743,4.1086,3.7061,6.1463,2.5595,5.5235,5.1988,3.1205,2.522,5.3422,1.1875,4.9376,3.1961,4.1259,5.1356,5.4825,2.7739,4.281,3.1455,2.4208,5.3082,3.3812,6.3794,5.1028,2.785,5.2737,1.4614,4.9081,4.4418,3.1622,3.0183,4.3404,4.2342,1.8206,2.0176,5.7707,5.265,4.2657,3.2211,3.4781,6.2822,3.2927,5.9301,4.6261,6.8088,6.3485,7.707,4.9534,4.1784,3.8046,3.6873,5.4131,3.7298,5.5032,5.1599,5.6783,6.6277,6.071,4.43,4.2178,9.2302,6.4713,5.6552,3.8358,2.6298,3.0969,1.1049,2.8748,4.9317,2.0852,7.1568,0.4146,1.9727,1.5942,2.8883,3.8828,3.0216,2.2207,4.1849,2.2882,3.8177,4.8835,5.7568,5.0016,3.0977,7.3245,0.7978,1.1575,2.8963,4.1094,4.9595,4.795,5.4064,4.6216,3.1609,0.6125,2.4383,3.5057,5.6676,2.2948,3.649,2.9355,6.2454,1.2776,4.6918,1.7528,2.273,4.3181,1.8929,7.1543,1.8543,4.8141,5.3352,2.8084,3.4178,1.928,4.9695,0.5009,3.4175,5.5644,6.3555,3.7254,3.9219,5.9285,1.6597,4.8915,5.0186,6.1051,3.0317,4.5832,3.3921,3.1781,5.79,5.0471,4.1573,4.1375,6.0279,5.8045,6.2418,4.8597,4.1226,4.4473,2.7947,4.9406,5.4475,5.4876,7.0812,3.4952,1.1446,1.2148,2.3727,3.8583,6.1982,5.6569,5.3169,5.2186,6.7178,3.2779,4.9642,4.3121,6.8259,6.6216,3.3259,5.5382,6.0456,3.0798,7.4616,1.3684,5.895,8.3913,4.0448,6.1257,5.0027,5.056,4.6531,3.8553,2.4353,3.4477
"D3","29",0.7297,3.7026,6.4009,1.5054,0.6881,1.6906,2.9109,-0.2388,2.0149,1.8654,2.3137,6.9878,3.0328,0.2635,0.7706,1.1321,3.7174,4.8854,1.0526,1.922,-0.5503,2.559,2.3218,2.0194,1.1537,1.0775,4.1193,2.4576,4.7762,0.6781,4.8076,1.0062,1.8062,0.7263,4.9555,6.0678,0.3741,2.1395,5.8853,6.1153,0.6244,4.9591,-0.1264,1.5246,1.8345,2.9454,2.817,0.9194,6.8552,2.2992,2.8372,5.3423,4.2542,2.7511,3.1402,0.7233,2.4341,2.6611,7.8282,4.9234,0.9843,4.5937,6.45,4.8031,5.901,5.3521,0.2055,3.2293,5.4149,7.6851,3.7169,0.6421,3.2017,7.4271,2.609,1.7021,0.5461,2.3075,1.4534,1.5191,6.2128,1.5287,2.603,1.7602,6.4147,1.3675,2.9686,6.1772,2.3014,6.3606,1.1967,0.6596,5.041,4.0578,0.7971,2.6514,1.5739,3.241,6.4836,6.322,5.0642,1.1017,4.0049,8.5358,3.6361,2.709,5.2488,0.9748,3.6339,3.4511,4.6261,1.5342,1.7174,7.2263,2.5133,3.0366,4.924,1.5598,5.1306,4.0048,6.2451,3.1436,6.8713,4.9372,8.5197,7.8577,5.4353,1.3739,7.0449,4.66,4.4672,8.0307,5.0299,7.9806,4.6518,7.9444,4.3882,6.2218,3.2136,5.3285,5.848,2.3368,4.7889,1.8171,4.745,4.7932,3.1931,8.2952,5.192,2.4975,8.1182,5.3816,6.1184,4.3147,3.5502,5.813,3.5317,8.9463,2.4567,6.8893,4.3914,6.2387,6.8458,9.6442,4.2299,4.2542,5.2775,3.7195,4.3682,4.1729,4.7523,4.8444,5.206,5.229,6.7459,4.385,5.9355,13.3392,6.1845,4.7717,3.3105,4.0418,2.549,1.2012,4.0593,3.9763,6.7006,4.4572,4.2329,4.6173,5.5098,3.0636,5.152,1.2778,2.7664,3.8541,4.8825,3.7692,6.2526,6.1027,5.2969,2.9385,7.1263,6.1371,1.5091,2.8617,3.0897,5.5043,6.0215,6.8195,4.711,3.0137,6.0218,0.2507,4.7715,5.76,7.993,4.1788,2.8099,7.9416,1.6081,4.4482,6.4475,4.444,4.4781,3.1607,5.6019,5.0534,5.2976,9.3224,3.6834,3.9207,2.9839,3.8702,7.0054,3.4769,4.6372,5.5063,4.1635,3.5371,7.3503,1.0424,4.6642,4.0639,5.6146,6.4941,8.4044,8.448,1.7759,4.4385,5.7748,3.9551,5.0889,3.371,4.0428,7.6437,6.1138,2.0804,3.6322,3.2515,4.3174,5.2805,5.9334,7.5353,3.4006,6.6241,6.7056,4.238,3.5609,6.1768,4.9927,4.3061,5.8296,7.3053,4.8366,6.0072,4.247,5.1202,8.2608,4.5543,5.6936,5.6787,4.3346,6.133,7.6891,7.5517,8.5487,3.6883,6.5418,4.0699,4.8847,4.1342,3.8093,8.6017,3.6296
"D3","38",0.6695,3.7318,4.7974,1.5442,2.3377,0.7484,2.2473,0.5197,2.5355,0.7095,1.9358,4.5637,2.157,0.2283,1.4157,0.9708,1.8439,2.8718,0.5405,3.0175,0.4952,4.151,1.424,1.6505,0.7802,1.8593,2.2081,2.9221,3.1082,1.364,2.8594,1.1847,1.2541,0.5683,3.2247,4.0982,0.4047,0.7572,4.3083,3.6321,0.8256,3.2509,0.339,0.8598,3.0761,2.3369,1.3361,0.797,5.1111,1.8176,1.5514,3.6466,3.5153,3.2301,2.6418,3.6786,1.7897,3.6651,6.3712,2.7222,1.7838,3.059,4.8688,3.2869,3.6255,3.952,0.3759,1.6331,3.3951,6.4122,3.7985,1.4362,3.2001,3.8288,2.359,2.5149,1.2269,1.6492,1.0039,1.6381,5.7993,1.3394,1.8614,1.6944,4.392,1.27,2.8984,3.7506,2.2821,4.586,1.7743,1.576,3.2801,1.9691,0.711,2.7468,2.1675,2.2732,2.8455,4.3321,5.1002,1.5716,2.3653,6.6493,4.3368,1.7045,3.4532,2.1323,3.5946,2.7284,4.7866,1.8697,2.6794,7.3196,3.5505,4.3197,3.9988,0.9993,3.0249,3.3195,6.6806,3.0659,6.0025,5.0441,6.0714,5.669,5.0831,0.929,5.5962,3.9698,4.7279,6.8262,5.1674,5.7556,4.525,6.0983,3.4377,5.2312,3.6732,6.0261,5.2632,2.1806,4.5105,1.811,5.1958,5.8182,2.2705,6.4207,3.5135,3.4774,7.2749,3.2811,5.6421,6.0553,4.2545,4.3634,3.6391,7.4767,3.3247,6.5554,4.5949,6.1163,6.7942,7.7531,5.0092,3.7306,2.8244,3.9867,5.6938,4.3128,4.7675,5.1539,4.7847,5.4067,7.2561,4.3186,4.9177,9.2368,6.0383,5.938,3.739,2.4538,3.5882,1.0075,2.4,4.9721,4.2314,5.0319,2.7312,3.2531,3.7806,2.3995,4.471,3.7924,3.0654,4.6133,3.7739,4.3419,4.4399,4.7942,4.4209,2.9582,6.8894,3.9789,1.1577,1.5014,3.993,5.5488,4.7244,5.0997,4.8223,3.1534,3.3942,1.7459,4.0377,4.7954,6.5171,4.4031,3.2764,7.7284,1.5874,4.62,4.3878,2.8144,4.4185,2.234,7.3527,3.5504,6.3902,7.7491,3.8676,3.9422,2.3627,4.7918,4.5907,3.7299,5.4989,5.8986,3.5499,4.1296,6.2339,1.9164,4.5677,4.7807,5.5606,4.721,6.0188,5.8944,3.0705,3.8537,5.06,4.8847,4.4278,6.3922,4.346,6.1106,5.2663,5.7949,4.1955,3.1995,4.9154,5.5517,5.5221,6.4647,3.4805,4.7269,5.1198,2.7338,3.9448,6.1963,5.1092,5.5473,5.1318,6.8807,4.3897,5.2307,4.2431,5.9943,6.483,3.9397,7.5415,6.2261,4.0438,8.064,6.382,5.7823,8.5023,3.8081,6.1975,6.2354,5.0139,4.4286,4.545,6.4376,3.5256
